,리뷰수(개),평점,평균 연봉(만)
(주)케이플러스,17,2.9,4635.0
국립기상과학원,17,2.8,3185.0
대통령직속청년위원회,17,3.5,2649.0
대한성서공회(재),17,2.6,3937.0
전략컨설팅집현(주),17,3.0,4138.0
티엠에프코리아(주),17,3.2,4530.0
플랜즈어헤드(주),17,2.1,3016.0
한국연구산업협회(사),17,2.2,3389.0
한국플랜트산업협회,17,3.1,4025.0
(사)겨레말큰사전남북공동편찬사업회,16,3.5,4772.0
(재)재외동포교육진흥재단,16,2.0,2373.0
(재)한국경제기획연구원,16,2.4,2433.0
(주)동북아생물다양성연구소,16,1.6,2788.0
(주)에스엠엘메디트리,16,3.3,3370.0
갈렙앤컴퍼니(주),16,3.8,4110.0
경륜경정사업본부,16,3.4,1783.0
노루홀딩스(주),16,1.9,5588.0
서울특별시 여성가족재단(재),16,2.3,2922.0
애니전트(주),16,1.8,2360.0
이디리서치(주),16,2.3,3134.0
저작권보호센터,16,3.0,2298.0
지아이지오커뮤니케이션즈,16,3.1,2554.0
클럽데몬스트레이션서비스코리아(주),16,3.4,3426.0
파멥신(주),16,3.1,3502.0
한국경제행정연구원,16,2.3,2892.0
한국스마트그리드협회,16,3.9,4121.0
한국정보통신공사협회,16,2.9,4091.0
한국지방행정연구원,16,3.3,3983.0
화성상공회의소,16,3.1,3950.0
(사)기업소비자전문가협회,15,3.2,4170.0
(주)마켓링크,15,2.7,3754.0
(주)엔다인아이엔씨,15,2.7,3164.0
(주)이언컨설팅그룹,15,3.4,3400.0
(주)좋은정보기술,15,1.7,2906.0
금융위원회,15,3.7,2368.0
방위사업청,15,3.3,2688.0
법무법인명경 서울분사무소,15,3.4,2494.0
법무법인민주,15,2.7,2565.0
블루빈커피컴퍼니(주),15,2.5,3092.0
사회복지법인감리회태화복지재단,15,2.7,3463.0
에이템즈(주),15,3.0,3557.0
엔비스아나(주),15,2.4,4438.0
엠세븐시스템(유),15,3.3,3883.0
유엔,15,4.3,5033.0
충남개발공사,15,2.9,3263.0
(사)한국음악실연자연합회,14,3.5,3199.0
(주)마린이노베이션,14,2.4,2270.0
(주)에코다,14,2.4,3528.0
(주)웰컴어소씨에이츠,14,3.9,3732.0
(주)큐리진,14,2.7,2978.0
광주환경공단,14,3.3,3659.0
미래국제재단,14,1.8,3134.0
브랜드메디칼,14,2.8,2033.0
세무법인신원,14,3.1,2528.0
스마트플레이스(주) 더착한커피,14,2.9,3031.0
캡스톤브릿지(주),14,2.4,4184.0
크리액티브(주),14,2.9,2814.0
태원세무법인,14,2.5,2890.0
포스코경영연구소(주),14,3.9,6422.0
푸드원텍(주),14,3.0,2293.0
피당,14,2.4,2868.0
한국산업경제연구소,14,2.7,3222.0
한국에이온휴잇컨설팅(주),14,3.4,6019.0
(사)한국환경산업협회,13,3.1,3483.0
(주)다산이앤이,13,3.1,3196.0
(주)명유,13,1.8,3157.0
(주)에프엔피파트너스,13,2.6,2801.0
(주)엠와이케이인코퍼레이티드,13,3.3,2953.0
금호아시아나문화재단(재),13,2.2,3175.0
드림메디컬그룹(주),13,1.6,2885.0
법무법인에이펙스,13,2.8,2494.0
법무법인현,13,2.8,3043.0
성공전략연구소(주),13,2.8,3330.0
세아홀딩스(주),13,3.8,5383.0
송암스페이스센터(주),13,3.1,2181.0
에스코토스컨설팅(주),13,3.0,4072.0
우리특허법률사무소,13,2.5,2782.0
잡앤피플코리아,13,3.1,2613.0
카이스트 IT융합연구소,13,3.8,5132.0
케이사이트컨설팅(주),13,2.8,4359.0
특허법인다해,13,2.3,3556.0
파생시장협의회,13,2.4,1320.0
펜실베니아주정부한국사무소,13,1.7,3665.1593695271454
한국관광개발연구원(사),13,2.5,2949.0
한국웨딩플래너협회,13,2.5,2145.0
(사)한국자원봉사문화,12,2.4,2752.0
(재)케이알에이와함께하는농어촌희망재단,12,3.1,3513.0
(주)에스앤이리서치,12,3.3,4720.0
(주)에이조스바이오,12,2.7,3465.0
(주)정앤서,12,2.5,2891.0
(주)쥬노에프엔씨,12,2.2,3069.0
국제아동돕기연합,12,1.7,1809.0
기장군 도시관리공단,12,2.8,3323.0
김달진미술연구소,12,2.7,1788.0
노원구서비스공단,12,2.6,3150.0
닐슨미디어코리아(유),12,2.8,4433.0
더클회계법인,12,2.7,2520.0
법무법인하나,12,2.4,3831.0
세원세무법인,12,2.1,3290.0
에이치텔레콤(주),12,2.4,4030.0
유로모니터인터내셔널코리아(유),12,3.4,4390.0
인사이터스(주),12,2.7,4496.0
천지회계법인,12,2.7,2462.0
특허법인신세기,12,2.4,3519.0
포베이(주),12,3.4,2852.0
피엔제이(주),12,1.8,3166.0
한국 YWCA,12,2.8,1950.0
한국사료협회,12,3.1,3675.0
한국철강협회,12,3.9,5426.0
헤이그룹,12,3.0,4592.0
혜움세무회계,12,3.3,2908.0
(사)한국원자력산업협회,11,3.0,4765.0
(주)메타넷비즈니스서비스,11,2.5,5276.0
(주)아르스프락시아,11,2.8,4339.0
(주)앰틱스바이오,11,2.4,3665.1593695271454
(주)지식펜,11,2.7,3430.0
(주)커리어다움,11,3.5,2435.0
Crowe Horwath LLP,11,2.8,4734.0
OECD,11,3.9,8996.0
경영지도법인지방공기업평가원,11,2.7,3523.0
경제정의실천시민연합,11,2.7,2298.0
루트컨설팅,11,3.1,4717.0
마포평생학습관,11,3.6,2140.0
법무법인법승,11,3.1,2612.0
부천FC 1995,11,2.4,2957.0
사회적협동조합사람과세상,11,3.0,2729.0
세림회계법인,11,2.9,2484.0
세지딤스트레티직데이터코리아(유),11,2.5,3100.0
아주노무법인,11,4.1,2139.0
안보경영연구원,11,2.9,3418.0
엔디에스솔루션(주),11,1.5,2645.0
위즈디자인솔루션(주),11,2.6,2878.0
제피러스랩,11,3.6,3198.0
파트너스컨설팅(주),11,1.5,2972.0
풍산,11,3.2,5769.0
한국승강기안전관리원,11,3.0,2443.0
헤이컨설팅그룹(주),11,3.0,6213.0
휴맥스홀딩스(주),11,2.8,4504.0
(재)전통공연예술진흥재단,10,2.6,3412.0
(주)이수,10,4.0,6268.0
(주)화학안전연구소,10,3.3,3510.0
경기도 안성시청,10,4.1,3302.0
공감채널,10,2.2,2515.0
녹색기술원(주),10,3.0,3452.0
대전광역시 동구청,10,3.0,1785.0
브랜드무브,10,1.8,5346.0
세미어드밴스드테크놀로지어쏘시에이션코리아(주),10,1.8,5123.0
쿠드(주),10,2.1,3776.0
한국야구위원회,10,2.9,4930.0
한국원전수출산업협회(사),10,3.4,4477.0
한림특허법률사무소,10,2.7,2933.0
헬스경향(주),10,1.7,2773.0
홈스테드(주),10,2.2,1890.0
회계법인서정,10,1.9,4889.0
(사)러빙핸즈,9,3.9,2689.0
(사)한국계량측정협회,9,4.0,5281.0
(사)한국제품안전협회,9,2.7,2880.0
(사)한국행정발전연구원,9,1.7,3665.1593695271454
(재)국제한국어교육재단,9,1.1,3032.0
(재)범부처방역연계감염병연구개발재단,9,2.0,3338.0
(재)재생의료진흥재단,9,2.0,4281.0
(주)다리와사람들,9,3.7,3247.0
(주)디맨드,9,2.6,3929.0
(주)프로젝트이안,9,2.1,2877.0
노무법인 신영,9,2.6,4137.0
농림축산식품부,9,3.4,3000.0
대구장애인종합복지관,9,2.6,3225.0
동명기술공단(주),9,2.8,4235.0
맥스컨설팅(주),9,2.6,3793.0
바임컨설팅(주),9,3.9,6815.0
법무법인조율,9,3.1,2416.0
벤처스퀘어(주),9,3.7,2090.0
스마트세무법인 용인지점,9,4.4,3665.1593695271454
액트테라퓨틱스(주),9,1.8,5518.0
일본무역진흥기구,9,3.6,5297.0
케이펙한국산업교육센터(주),9,2.9,2886.0
한국경영지원협회,9,2.7,3323.0
한국승강기안전기술원,9,2.4,2895.0
한국씨브이에이(주),9,4.0,4489.0
(사)대한한의학회,8,1.4,2690.0
(사)사교육걱정없는세상,8,3.0,2298.0
(사)한국첨단자동차기술협회,8,2.1,5585.0
(재)동그라미재단,8,2.8,3992.0
(재)온누리선교재단,8,3.5,2724.0
(재)한국해양재단,8,2.3,3179.0
(주)플랜엠,8,4.4,3495.0
노무법인도안,8,4.5,3665.1593695271454
노블카운티스포츠센터(주),8,2.3,2463.0
대한민국 상이군경회,8,2.6,3165.0
맥큐스인코포레이티드(주),8,4.1,5850.0
메디파트너(주),8,2.1,2740.0
선엔지니어링(주),8,2.3,3961.0
세무그룹세종피앤케이,8,2.4,3665.1593695271454
씽크어바웃(주),8,2.1,2633.0
얼라이언스인터넷(주),8,2.8,2925.0
에스엠피쓰리(주),8,2.9,4147.0
오륜교회,8,2.9,2869.0
온어스(주),8,2.4,3140.0
유택스세무회계,8,2.1,1845.0
인권연대,8,1.0,2460.0
인천대학교소비자생활협동조합,8,3.6,2489.0
준코이티엠(주),8,2.5,3106.0
케이씨씨홀딩스(주),8,2.3,3080.0
특허법인 충정,8,2.3,2475.0
한국인정원(사),8,2.0,3811.0
(사)북한전략센터,7,3.1,2460.0
(사)세계무술연맹,7,2.1,3024.0
(주)리서치하우스봄,7,3.1,4572.0
(주)바핀파트너스,7,2.6,1512.0
(주)브랜드아큐멘,7,2.1,2460.0
(주)선영파트너스,7,2.6,2736.0
(주)써모랩코리아,7,2.7,3540.0
Pacific Asia Travel Association,7,4.4,2460.0
경기개발연구원,7,3.1,4085.0
국가경영전략연구원,7,3.0,2561.0
기독교캠프코리아,7,3.0,1650.0
나우회계법인,7,2.3,3038.0
대전발전연구원,7,3.3,2532.0
법무법인나눔,7,1.9,2416.0
서울장학재단,7,3.7,2716.0
세무그룹 가현택스,7,1.0,2394.0
안동청소년문화센터,7,2.3,1950.0
안전행정부,7,3.6,6377.0
에이케이인증원(주),7,2.3,2280.0
잠실종합사회복지관,7,2.4,2799.0
정부통합전산센터,7,2.6,3267.0
티에스세무법인,7,2.9,2214.0
패스트트랙아시아(주),7,2.0,3980.0
하이미디어,7,2.3,3510.0
홍익노무법인,7,3.4,2996.0
회계법인청담,7,2.7,3665.1593695271454
(사)대한수의사회,6,2.2,2647.0
(주)마인더맵,6,5.0,3665.1593695271454
(주)모모랩스,6,3.2,3665.1593695271454
(주)에스알파테라퓨틱스,6,2.5,3665.1593695271454
24T BLVD 로네펠트,6,3.0,2347.0
BDO Australia,6,3.2,3000.0
Liberty in North Korea,6,4.7,3803.0
글로벌다이닝그룹(주),6,3.3,2700.0
동원회계법인,6,1.5,3035.0
법무법인율우,6,3.5,3665.1593695271454
브리스캔영어쏘시에이츠(주),6,4.0,5917.0
비에스이홀딩스(주),6,1.7,5125.0
삼송세무법인,6,3.0,2572.0
삼정케이피엠지경제연구원(주),6,3.3,6383.0
성화국제특허법률사무소,3,3.0,3665.1593695271454
세무법인리젠,6,1.5,2552.0
스쿨스토어(주),6,3.3,2378.0
연세대학교 가양4종합사회복지관,6,3.5,2298.0
원예농협,6,2.5,4875.0
전라남도청소년미래재단,6,3.3,2460.0
케이경영연구소(주),6,1.0,2819.0
케이엔피특허법률사무소,6,2.3,2340.0
파인투자자문(주),6,5.0,4492.0
피플퀘스트(주),6,3.8,3867.0
하이트진로홀딩스(주),6,3.0,6432.0
한국에이이오진흥협회,6,3.2,3370.0
한국여론방송(주),6,2.0,2480.0
한국장애인자립생활센터총연합회,6,2.5,1845.0
한미르특허법률사무소,6,2.5,3293.0
(사)복음의전함,5,3.0,3665.1593695271454
(사)캠프,5,1.8,3665.1593695271454
(사)한국과학기술한림원,5,2.2,4835.0
(사)한국농수산재활용사업공제조합,5,2.2,3665.1593695271454
(사)한국방송실연자권리협회,5,3.2,3633.0
(사)한국잡지협회,5,2.4,3423.0
(재)한국환경종합연구원,5,2.2,2298.0
(주)레드빈,5,2.2,2562.0
(주)리스큐어바이오사이언시스,5,3.4,4007.0
(주)물류혁명코리아,5,2.4,8508.0
(주)엠컨설팅,5,3.0,4008.0
(주)유니비즈컨설팅,5,2.0,3419.0
(주)유쾌한,5,3.4,2965.0
(주)인사이트플러스,5,1.6,3097.0
(주)인팩지씨에프,5,4.4,5196.0
ECO융합섬유연구원,5,2.4,2984.0
공유컨설팅(유),5,1.6,3426.0
김상준전략연구소(주),5,2.4,2401.0
마리아바이오텍(주),5,2.8,3195.0
마케팅인텔리전스(주),5,1.4,2406.0
모니터그룹 코리아,5,3.6,12188.0
법무사최승윤사무소,5,3.6,2621.0
분당구청,5,3.0,2050.0
생명누리,5,1.6,1870.0
서울고용포럼(사),5,3.2,2298.0
서울관악고용센터,5,4.0,1725.0
서울국제문화교류회,5,2.0,1505.0
세릭서울(주),5,3.0,6509.0
세무법인모두,5,2.0,2630.0
세무법인이지택스,5,2.8,2511.0
세무법인택스원,5,2.2,2250.0
알디아이 월드와이드 리미티드,5,4.6,3665.1593695271454
에스케이미소금융재단,5,2.8,2333.0
엘에스(주),5,3.2,8563.0
영원무역홀딩스(주),5,2.6,4499.0
이노유엑스(주),5,1.4,2380.0
인벤티브헬스코리아(유),5,4.0,5619.0
제스아일랜드,5,3.0,3172.0
중앙일보재무법인(주),5,3.2,2443.0
지엔에스와타미푸드앤베버리지서비스,5,2.2,2791.0
코리아리서치(주),5,3.2,3500.0
코이스(주),5,1.4,3042.0
피씨엠,5,2.6,2983.0
피플케어프로페셔널,5,3.2,4393.0
한국가스연맹,5,2.0,6079.0
한국기계산업진흥회기술교육원,5,2.0,2999.0
한국용접공업협동조합,5,1.0,2243.0
한국인터넷소통협회,5,3.2,1613.0
한국지식재산서비스협회,5,2.8,3047.0
휴케어(주),5,3.2,2720.0
(사)대한자동차경주협회,4,2.0,2807.0
(사)에너지나눔과평화,4,2.5,3039.0
(사)한국수출입협회,4,1.0,2856.0
(재)인천광역시국제교류재단,4,2.8,2234.0
(재)청년상인육성재단,4,3.0,2798.0
(재)한국고등교육재단,4,2.8,4246.0
(주)NICE홀딩스,4,3.5,12153.0
(주)수소지식그룹,4,1.8,3665.1593695271454
(주)씨씨앤아이리서치,4,2.3,3348.0
(주)엔엑스씨,4,4.3,3041.0
(주)엔피프틴파트너스,4,2.8,2710.0
(주)와이비에프,4,1.0,2837.0
(주)퓨처센스,4,3.8,3665.1593695271454
(주)해시스크래퍼,4,1.5,2645.0
광주광역시 소방안전본부,4,4.3,3183.0
광주광역시 여성새로일하기지원본부,4,2.5,1680.0
국민이주(주),4,4.8,7506.0
나래회계법인,4,1.5,2923.0
노무법인 굿컴퍼니,4,3.0,4981.0
닥프렌즈,4,3.8,3645.0
대한장애인댄스스포츠연맹,4,2.0,2445.0
드림파크 문화재단,4,2.0,2725.0
바우스글로벌(주),4,1.0,2433.0
비영리IT지원센터,4,3.0,1989.0
세무법인가교,4,3.0,2744.0
세무법인대신(유),4,3.0,3665.1593695271454
송탄농업협동조합,4,4.0,4491.0
시노베이트리미티드한국지점,4,4.0,4313.0
신한세무법인,4,2.8,2050.0
아람멀티미디어,4,3.0,2298.0
앤씨컴퍼니,4,4.0,3642.0
엔플랫폼(주),4,2.5,7133.0
울산광역시청소년상담복지센터,4,3.0,2604.0
윌슨러닝코리아(주),4,2.0,2575.0
충청북도청주교육지원청,4,2.8,2836.0
카엘젬백스(주),4,2.3,3043.0
케이스픽스(주),4,3.3,2791.0
코나빈스(주),4,3.3,1940.0
특허법인리온,4,3.3,3348.0
필리핀관광청,4,3.3,2460.0
한국바이오의약품협회,4,3.8,3886.0
한국테크놀로지그룹(주),4,2.5,3665.1593695271454
한중일협력사무국,4,4.3,3665.1593695271454
(사)국제연합식량농업기구한국협회,3,3.0,3665.1593695271454
(사)대한의료관광협의회,3,2.0,2333.0
(사)한국기업연구원,3,4.0,2925.0
(사)한국대학스포츠협의회,3,3.0,3337.0
(사)한국후계농업경영인중앙연합회,3,2.7,3119.0
(재)동천,3,4.0,3665.1593695271454
(재)한국가이드스타,3,3.3,2620.0
(주)더클레버스,3,4.7,3665.1593695271454
(주)메디바이저,3,3.7,3665.1593695271454
(주)미디어더퍼스트,3,2.3,3665.1593695271454
(주)미디어윌홀딩스,3,3.0,3714.0
(주)시너지어스,3,4.7,3665.1593695271454
(주)씨오케이컴퍼니,3,5.0,3955.0
(주)씨큐브랩,3,4.3,3665.1593695271454
(주)알리탭,3,5.0,2500.0
(주)엠아이원,3,2.3,3317.0
(주)이오다인컴퍼니,3,2.0,2634.0
(주)코그니티브컨설팅그룹,3,3.3,12675.0
(주)키프라임리서치,3,3.3,3665.1593695271454
(주)플랜이슈,3,5.0,5478.0
QoLT산업기술지원센터,3,3.3,1950.0
강한수학연구실,3,4.0,3809.0
기상기술개발원,3,2.0,4335.0
나노바이오연구센터,3,2.0,3665.1593695271454
노무법인한국인사노무연구원,3,2.3,3001.0
농협경제연구소(주),3,3.0,3217.0
대구광역시 지체장애인협회,3,1.7,2050.0
대한산부인과의사회,3,2.3,2298.0
리테일매거진,3,1.7,2582.0
링크투자컨설팅(주),3,3.0,3428.0
바이오에이아이,3,3.7,2542.0
브라운티씨지(주),3,3.3,2464.0
사회복지법인 명휘원,3,3.0,2925.0
사회적기업지원네트워크(사),3,2.7,2247.0
선경세무회계,3,4.3,3665.1593695271454
세무그룹 온세,3,1.7,3665.1593695271454
세무법인백현본점,3,5.0,3311.0
세무법인세방,3,3.3,3807.0
스트라베이스(주),3,3.3,3993.0
아라컨설팅(주),3,1.3,3075.0
어반하이브리드,3,4.0,2460.0
엠케이차이나컨설팅(주),3,2.3,4482.0
우리들의미래(사),3,3.3,3665.1593695271454
이익훈어학원(주),3,3.0,2800.0
이화여자대학교 의과학연구소,3,3.3,4388.0
인재개발원,3,4.3,5125.0
전국택시운송사업조합연합회,3,3.3,6718.0
정글택스,3,3.7,3665.1593695271454
주 이라크 대한민국 대사관,3,3.7,4153.0
주거복지재단,3,3.0,3665.1593695271454
충청북도북부노인보호전문기관,3,2.3,2771.0
커피프린스,3,3.0,2823.0
케이에스 세무법인,3,2.0,3665.1593695271454
큐솔루션(주),3,1.3,3065.0
프로티비티컨설팅코리아(유),3,3.3,4883.0
한국건설기계산업협회,3,3.7,6287.0
한국광고단체연합회,3,2.3,1160.0
한국보험계리사회,3,2.7,2831.0
한국산업평가원,3,4.0,1641.0
한국온라인광고협회(사),3,2.7,3882.0
휴먼다이나믹아시아퍼시픽한국영업소(주),3,1.7,2600.0
(사)대한결핵협회 경기도지부,2,3.0,3383.0
(사)부산항신항시설관리센터,2,3.0,3147.0
(사)한국게임산업협회,2,3.5,4964.0
(사)한빛미디어노동인권센터,2,4.5,3665.1593695271454
(재)스마트팜연구개발사업단,2,1.0,2925.0
(재)한국아랍소사이어티,2,4.5,3665.1593695271454
(재)홍익재단,2,3.5,3665.1593695271454
(주)다윈전략컨설팅,2,4.0,3536.0
(주)미자언니네,2,1.0,3665.1593695271454
(주)오름에프씨,2,5.0,3665.1593695271454
(주)인테라,2,3.0,3665.1593695271454
(주)장앤파트너스그룹,2,1.0,3529.0
(주)정음,2,3.0,3665.1593695271454
(주)춘자외식,2,3.0,2298.0
(주)카카오인베스트먼트,2,4.5,3665.1593695271454
(주)케이에스알인증원,2,3.0,2758.0
(주)파인우드리빙,2,2.5,4056.0
(주)필로메디,2,5.0,3665.1593695271454
(주)해외인증경영센터,2,1.5,2940.0
ODAWatch,2,4.0,3665.1593695271454
경기도경제단체연합회,2,3.0,5477.0
과천경찰서,2,3.5,3375.0
국제인재개발센터,2,1.5,2460.0
그라운드노무사사무소,2,4.5,3665.1593695271454
금융경제원(사),2,3.0,6970.0
금정구정신건강증진센터,2,4.0,2951.0
노무법인 정성,2,5.0,2925.0
뉴욕현대미술관,2,5.0,3665.1593695271454
뉴프로뎁(주),2,2.0,3016.0
대대에프씨(주),2,3.0,2925.0
대한민국정부포털,2,3.5,2145.0
대한제과협회(사),2,3.5,2314.0
도봉문화원,2,3.0,3665.1593695271454
동천,2,3.5,3218.0
롯데미래전략센터,2,4.5,6005.0
리퍼블릭(주) 아르케,2,1.5,3665.1593695271454
마일리택스,2,3.0,3665.1593695271454
모아,2,2.0,3075.0
법무법인우면,2,3.5,2892.0
베스트세무법인,2,3.0,3665.1593695271454
서울검사정비협회,2,3.0,3420.0
세무회계정,2,4.0,2623.0
시니어파트너즈(주),2,3.5,3665.1593695271454
아시아 아프리카 희망기구,2,4.0,3665.1593695271454
아시아문화개발원,2,2.5,2624.0
아이씨씨(주),2,4.0,3665.1593695271454
아이앤아이마케팅(주),2,3.0,2589.0
에스비,2,3.5,1845.0
에프엠테크놀러지(주),2,4.0,4203.0
오디에스(주),2,1.0,2535.0
울산해바라기여성아동센터,2,3.0,2563.0
위드컨설팅(주),2,2.5,2631.0
융합기술원,2,3.0,4875.0
이원생명과학연구원,2,3.0,3513.0
이피피(주),2,3.0,3665.1593695271454
인바이트,2,3.0,4869.0
자생(주),2,3.0,3868.0
정성본(주),2,2.5,2050.0
중원문화재연구원,2,4.0,4118.0
지에이에스케이(주),2,2.0,3000.0
카이스트 응용과학연구소,2,3.0,2460.0
타워스왓슨캐나다인크(주),2,3.5,5964.0
팔로알토네트웍스코리아,2,4.5,12943.0
한국러닝센터(주),2,3.5,3665.1593695271454
한국모금가협회,2,5.0,3665.1593695271454
한국암재활협회,2,2.5,3665.1593695271454
한국창업경영컨설팅협회(사),2,3.0,1260.0
한맥,2,3.0,3021.0
해외농업개발협회,2,2.5,2145.0
(사)복지네트워크협의회유어웨이,1,4.0,3665.1593695271454
(사)뷰티플마인드,1,1.0,2243.0
(재)물류산업진흥재단,1,3.0,3923.0
(재)부안군문화재단,1,3.0,3665.1593695271454
(주)뉴플라이트,1,5.0,3665.1593695271454
(주)라온피앤씨,1,1.0,2842.0
(주)리더스메디컬,1,2.0,2752.0
(주)바이오디지트,1,4.0,3665.1593695271454
(주)숏컷크리에이티브,1,4.0,2951.0
(주)수파드엘릭사,1,5.0,3665.1593695271454
(주)아이이에스에이치솔루션,1,2.0,3665.1593695271454
(주)인사이드아웃,1,4.0,3665.1593695271454
(주)제이파트너스,1,2.0,2298.0
(주)초원지역전략연구소,1,3.0,2582.0
(주)커넥티,1,4.0,3665.1593695271454
(주)핀투비,1,4.0,4862.0
(주)해양수산정책기술연구소,1,5.0,2609.0
Cognolink,1,5.0,5535.0
Max Born Institute,1,3.0,3665.1593695271454
Pursue Your Dream Foundation,1,4.0,3665.1593695271454
경인노무법인,1,4.0,3110.0
광주 동부경찰서,1,4.0,1950.0
구세군희망나누미 북아현점,1,3.0,3665.1593695271454
국제로타리한국지국,1,5.0,3665.1593695271454
국제무역법위원회,1,4.0,3665.1593695271454
국제평화청년단,1,3.0,3665.1593695271454
글로벌리서치앤데이터,1,4.0,3665.1593695271454
금호읍 주민센터,1,2.0,1260.0
기발한치킨(주),1,2.0,2145.0
김신규세무회계사무소,1,5.0,2925.0
네오위즈홀딩스(주),1,3.0,2101.0
노무법인 아인,1,4.0,3665.1593695271454
대구광역시 용달화물자동차 운송사업협회,1,1.0,1613.0
대양이티엔씨(주),1,3.0,2840.0
대한마리나산업진흥회,1,1.0,1960.0
도형회계법인(주),1,4.0,2243.0
디에이치랩(주),1,4.0,3665.1593695271454
로케트인터넷코리아(유),1,2.0,3665.1593695271454
리앤파트너스(주),1,3.0,2358.0
맛있는놀이터외식사업부(주),1,2.0,2341.0
메디가이드(주),1,2.0,3665.1593695271454
모간스탠리투자자문(주),1,4.0,3665.1593695271454
미래경영연구원(주),1,4.0,3665.1593695271454
법무법인 다임,1,4.0,2925.0
법무법인명재,1,5.0,3665.1593695271454
법무법인서창,1,3.0,4044.0
법무법인자연수,1,3.0,3577.0
법무법인청진,1,2.0,3614.0
법무법인한백,1,4.0,2729.0
법무사최영범사무소,1,3.0,1845.0
베스트사이트(주),1,2.0,2427.0
블랙넘버스투자자문(주),1,2.0,2241.0
블룸컴퍼니(주),1,5.0,3108.0
사회복지법인 사회복지공동모금회 전라남도지회,1,3.0,3665.1593695271454
사회복지협회,1,3.0,2106.0
산업교육연구소,1,5.0,3665.1593695271454
상해난생그룹,1,3.0,2925.0
생명윤리연구원,1,2.0,2870.0
서림 세무법인 종로지사,1,1.0,3665.1593695271454
서울고용센터,1,4.0,3665.1593695271454
서호세무회계사무소,1,3.0,3665.1593695271454
석세스코리아(주),1,3.0,5513.0
선문화진흥원,1,4.0,3665.1593695271454
세무법인다울,1,3.0,3665.1593695271454
세무법인정석 송도지점,1,5.0,3017.0
소비자업무협회,1,3.0,3665.1593695271454
소프(주),1,1.0,2350.0
스마일메디컬,1,4.0,8021.0
스타트업얼라이언스,1,5.0,2460.0
스탠다드차타드프라이빗에쿼티매니져스코리아(주),1,4.0,1289.0
시니어커뮤니케이션(주),1,3.0,3483.0
식품산업연구센터,1,2.0,3665.1593695271454
씨에스솔루션 에이치알교육컨설팅(주),1,1.0,1950.0
씨큐아이컨설팅(주),1,4.0,3359.0
아세아(주),1,3.0,9045.0
아침기술경영연구원(주),1,3.0,3665.1593695271454
에이치알플러스(주),1,4.0,1260.0
엘아이지(주),1,3.0,8950.0
오퍼솔루션,1,5.0,3665.1593695271454
온누리교회,1,5.0,3665.1593695271454
와이디에스,1,2.0,4100.0
우리동네나무그늘협동조합,1,4.0,1845.0
운중도서관,1,4.0,2050.0
월계정보문화도서관,1,4.0,10332.0
유네스코 물 안보 및 지속가능 물 관리 국제연구교육센터,1,4.0,2925.0
이노윅스(주),1,5.0,3665.1593695271454
이타임즈(주),1,2.0,3665.1593695271454
인포컨설팅(주),1,5.0,3665.1593695271454
자전거21,1,2.0,2563.0
장한특허법인(주),1,3.0,2409.0
전주위생공사,1,5.0,15888.0
제로원시스템(주),1,1.0,1950.0
주 요르단 대한민국 대사관,1,5.0,3665.1593695271454
주한아일랜드대사관,1,4.0,3665.1593695271454
중부리서치,1,3.0,3075.0
지식재산보호협회,1,1.0,3665.1593695271454
지에스케이,1,5.0,2420.0
진회계법인,1,3.0,3665.1593695271454
창의연구소(사),1,3.0,1755.0
카운터포인트리서치(주),1,4.0,3078.0
커넥티드컨설팅그룹(주),1,4.0,6000.0
태산세무회계컨설팅,1,5.0,2483.0
태영,1,2.0,2350.0
프라임인베스트먼트,1,3.0,7313.0
피넛버터,1,2.0,3665.1593695271454
하나세무법인,1,3.0,3218.0
한국개선협회,1,1.0,3665.1593695271454
한국과학기술연구원 한ㆍ인도 과학기술협력센터,1,1.0,3859.0
한국자치발전연구원,1,3.0,3246.0
한국정책연구원,1,4.0,5125.0
한국천문연구원 보현산천문대,1,4.0,2460.0
한국컨설팅산업협회(사),1,3.0,3457.0
한불문화재단알리앙스프랑세즈(재),1,3.0,3665.1593695271454
한양대학교기술지주회사(주),1,4.0,5433.0
한진해운홀딩스(주),1,3.0,3665.1593695271454
현대경영연구소(주),1,4.0,3665.1593695271454
호산나교회,1,4.0,1845.0
호주관광청,1,4.0,2340.0
흑덕구청,1,3.0,1755.0
