,리뷰수(개),평점,평균 연봉(만)
케이지엔지니어링종합건축사사무소(주),161,2.9,4130
(주)우리피앤에스,158,3.0,3360
(주)휴머스원,156,2.9,4181
지에스네오텍(주),156,3.4,5187
디엘건설(주),155,3.2,5213
제일건설(주),151,3.0,5036
(주)서영엔지니어링,150,2.8,4053
(주)세종,148,2.3,4186
(주)정림건축종합건축사사무소,148,3.2,4086
롯데자산개발(주),146,2.6,5076
(주)대혜건축,144,2.7,3503
한방유비스(주),143,2.5,3027
(주)포스코플랜텍,141,2.8,4934
(주)제일엔지니어링종합건축사사무소,139,2.6,3554
경호엔지니어링종합건축사사무소(주),138,2.3,3859
듀어코리아(주),138,2.4,4125
대우조선해양건설(주),137,2.6,4784
에이치엘디앤아이한라(주),137,3.4,5707
(주)행림종합건축사사무소,136,2.3,3372
두원이에프씨(주),136,2.3,3688
이웨이(주),136,1.9,2743
(주)금성백조주택,135,2.3,4281
(주)은민에스엔디,135,2.4,3402
한미글로벌건축사사무소(주),133,3.2,4536
(주)계선,132,2.7,3783
건일엠이씨(주),132,1.8,3237
두양건축(주),132,2.6,3201
간삼건축종합건축사사무소(주),127,2.9,3856
(주)신안,124,2.0,3628
평화엔지니어링(주),124,2.2,4191
경기주택도시공사,123,4.0,3642
(주)디에이그룹엔지니어링종합건축사사무소,120,2.6,3980
(주)서해종합건설,118,2.9,5245
(주)동아지질,115,1.9,3800
(주)타워피엠씨,115,2.6,3011
(주)신보,114,2.7,4174
대우산업개발(주),114,2.8,5209
신세계건설(주),114,3.2,5265
동광제약(주),113,2.8,4163
서울데이타통신(주),113,2.2,2867
(주)삼원에스앤디,111,2.5,3160
동일인테리어(주),109,2.1,3218
(주)한맥기술,108,2.8,3910
제이에스비도시환경(주),106,1.9,3329
(주)엠에이피한터인종합건축사사무소,105,1.9,3524
삼보기술단,105,2.7,4187
포스코엔지니어링(주),103,3.2,5328
성창이엔씨(주),102,2.5,3687
(주)세아네트웍스,101,2.2,3895
세빌스코리아(주),100,2.8,3900
(주)안강건설,98,2.0,5131
(주)포스코에이앤씨건축사사무소,98,3.1,4371
홈앤서비스(주),97,3.2,3901
(주)경동엔지니어링,95,2.7,3942
(주)삼진일렉스,95,2.3,3379
극동건설(주),94,2.7,4575
(주)한샘서비스,93,2.9,3411
(주)흥화,93,2.9,4392
(주)디투엔지니어링,92,2.2,3468
시흥시청,92,3.2,2901
경남기업(주),90,2.8,5095
대아이앤씨(주),89,2.5,4362
세일종합기술공사(주),89,2.0,3691
삼우씨엠건축사사무소(주),88,3.3,3949
양우건설(주),87,2.8,4231
요진건설산업(주),87,2.8,5442
킹스맨(주),87,2.5,2979
대양엔바이오(주),86,2.9,3153
에스큐엔지니어링(주),86,2.3,3424
화성산업(주),86,3.1,3854
(주)대우에스티,85,2.8,4251
동문건설(주),85,3.2,5145
에이앤유디자인그룹건축사사무소(주),85,2.9,4179
일성건설(주),85,3.2,4704
한국전기안전써비스(주),84,2.5,3223
에이에이아키그룹건축사사무소(주),83,2.7,5197
홍익기술단(주),83,2.8,3337
롯데에코월(주),82,2.7,3838
유창플러스(주),81,1.7,3136
(주)예맥코리아,80,2.3,2988
디이그제큐티브센터코리아(주),80,1.9,3089
(주)메이트플러스,79,3.5,4352
(주)아이티엠코퍼레이션건축사사무소,79,3.2,3591
엄지하우스(주),79,2.4,3369
(주)대명종합건설,78,1.6,2778
에스에이치공사,78,3.5,4202
(주)아주디자인그룹,77,2.5,3385
이수건설(주),76,3.2,4866
전북테크노파크(재),76,3.2,3202
대성글로벌네트웍(주),75,2.6,2505
원빌딩부동산중개(주),75,2.7,2898
중흥토건(주),73,2.4,5597
(주)이가종합건축사사무소,72,2.6,3584
동원건설산업(주),71,3.0,4679
동우공영(주),70,2.4,2838
이화공영(주),70,1.8,4084
(주)다산컨설턴트,69,3.0,4111
(주)중앙감정평가법인,69,2.2,2424
글로벌엔지니어링테크놀로지(주),69,2.8,4811
남광토건(주),69,2.5,4873
에쓰씨엔지니어링(주),69,2.3,4430
현대알루미늄(주),68,2.6,3520
한국종합엔지니어링(주),67,3.3,3632
(주)케이티에스테이트,66,3.5,5121
인천항만공사,66,3.8,4486
(주)종합건축사사무소동일건축,65,2.9,3538
대방산업개발(주),65,3.1,4859
진흥기업(주),65,2.1,4957
토펙엔지니어링건축사사무소(주),65,2.5,2988
미래새한감정평가법인(주),64,2.1,2656
(주)미래도시건설,63,2.1,3421
(주)이제이텍,63,1.8,3136
나우동인건축사무소(주),62,3.0,3926
삼부토건(주),62,3.3,4863
효심(주),62,2.1,3518
(주)도시미래종합기술공사,61,2.1,3216
(주)인디자인,61,2.1,2974
온리정보통신(주),61,2.4,3264
(주)유선엔지니어링건축사사무소,59,2.6,3669
범건축종합건축사사무소(주),59,2.6,3151
코오롱환경서비스(주),59,2.1,3586
경기테크노파크(재),58,3.4,3424
종합건축사사무소건원(주),58,2.4,3988
삼성인력개발원,57,4.2,2834
새한항업(주),57,2.6,2981
선경이엔씨(주),57,2.0,4680
태평양감정평가법인(주),57,2.7,2632
금강엔지니어링,56,2.5,3195
새롬성원산업(주),56,2.4,3926
(주)영신디엔씨,55,2.8,4267
(주)이지차저,55,1.6,3490
포스코휴먼스(주),55,2.8,2974
한진개발공사,55,1.9,2874
고려개발(주),54,2.8,4728
다원아이디앤씨(주),54,2.7,3479
위본건설(주),54,2.2,6625
동양건설산업(주),53,2.6,4906
디피제이파트너즈(주),53,2.5,3923
종합전기(주),53,2.3,3482
(재)아산정책연구원,52,2.8,3895
(주)다인그룹엔지니어링건축사사무소,52,2.5,3973
(주)써브감정평가법인,52,1.9,2528
가람감정평가법인(주),52,2.9,2974
데오스웍스,52,2.1,2764
동아건설산업(주),52,2.6,4764
씨제이건설(주),52,3.0,4463
풍림산업(주),52,2.5,3789
(주)다산에너지,51,2.5,2730
가온감정평가법인(주),51,2.2,2757
구산토건(주),51,2.5,4279
부산도시공사,51,3.5,3845
씨유,51,3.3,2298
(주)건영,50,2.1,3816
(주)대명건설,50,2.5,4939
(주)장민이엔씨,50,3.2,3571
(주)지엘어소시에이츠,50,2.8,3626
(주)청명기연환경,50,2.3,2864
선엔지니어링종합건축사사무소(주),50,3.1,3440
우원개발(주),50,2.5,4037
현대건설기술교육원,50,4.0,5321
현대스틸산업(주),50,2.0,4622
(주)모아종합건설,49,2.2,4016
대한감정평가법인(주),49,2.7,2680
동성엔지니어링,49,3.2,4049
(주)경성리츠,48,2.8,3521
(주)드림이앤디,48,2.6,3580
금양그린파워(주),47,2.4,3847
엘케이테크넷(주),47,2.1,2579
장맥엔지니어링(주),47,2.4,3660
한국환경기술개발(주),47,2.2,2750
한라산업개발(주),47,2.2,4029
대전도시공사,46,3.8,3659
(주)도담이앤씨,45,3.3,3682
(주)신세계사이먼,45,3.2,5536
(주)피디그룹,45,2.2,2872
경일감정평가법인,45,2.5,3943
디자인다다어소시에이츠(주),45,2.4,2756
신한종합건설(주),45,2.8,4348
(주)알래스카플러스,44,2.4,3614
에코이앤오(주),44,2.9,3204
(주)엄앤드이종합건축사사무소,42,2.3,3081
(주)하우빌드,42,3.8,4557
대상건설(주),42,2.3,5132
인터아이디(주),42,1.8,3439
한국섬유산업연합회,42,2.5,4597
흥우산업(주),42,2.3,3469
(주)대광엔지니어링,41,2.0,2366
(주)유벡,41,2.1,3232
개오망디자인(주),41,1.9,2890
네오밸류(주),41,3.0,5018
알루이엔씨(주),41,2.6,3138
케이에스엠기술(주),41,3.0,3671
(주)삼우엠이피컨설턴트,40,2.1,3235
(주)제일건설,40,2.5,4261
삼일씨티에스(주),40,2.3,4023
삼환기업(주),40,3.2,4956
인천도시공사,40,4.1,3848
환경에너지솔루션(주),40,2.4,3786
(주)건축사사무소테마공간,39,1.8,3645
경화엔지니어링(주),39,2.0,3601
광혁건설(주),39,2.4,3779
엔텍이앤씨(주),39,2.6,3346
존슨콘트롤즈코리아(유),39,2.4,4286
중흥종합건설(주),39,2.3,4771
태조엔지니어링(주),39,2.9,4482
혜원까치종합건축사사무소(주),39,3.1,3322
(주)신세계프라퍼티,38,3.2,5201
엔백(주),38,3.0,3003
태왕이앤씨(주),38,2.8,4435
(주)하나기연,37,2.6,3201
엑스컴인터내셔널(주),37,1.6,2570
태성에스엔아이(주),37,2.4,3208
한국항만기술단(주),37,3.0,4166
(재)전남테크노파크,36,3.6,4372
(주)인테크디자인,36,2.1,2574
(주)지에프에스,36,3.1,3628
영화키스톤건축사사무소(주),36,2.4,3325
이넵스(주),36,4.0,4178
(주)대고에셋,35,2.4,3663
(주)에스엘플랫폼,35,2.5,3806
(주)우방,35,2.8,4373
(주)피제이디자인,35,2.6,2763
올라이트라이프(주),35,2.7,3271
(주)연우피씨엔지니어링,34,3.3,3543
(주)제일감정평가법인,34,2.4,2388
라온건설(주),34,3.2,4861
이지빌(주),34,2.6,4382
(주)서원양행,33,1.9,3521
영진환경산업(주),33,2.8,3160
(주)익선다다,32,2.6,3478
데코피아,32,2.8,2977
디자인비채(주),32,2.0,2963
범양건영(주),32,2.4,4453
서용건설(주),32,2.4,3334
이마린아이씨티(주),32,2.2,3266
조인디자인(주),32,2.8,4020
(주)아이지엠아이디,31,2.5,3614
고려무역(주) 싱가포르지사,31,2.2,3336
인천문화재단,31,2.9,3025
한성아이디일오공(주),31,1.9,2537
해주엔지니어링(주),31,1.7,3797
현대적산엔지니어링(주),31,2.4,3036
공간종합건축사사무소,30,2.8,3494
신한종합건축사사무소(주),30,3.0,3855
앤츠컴(주),30,2.5,2997
티스퀘어(주),30,1.9,2620
한국히타치(주),30,3.6,5547
한솔환경산업(주),30,1.5,2783
(주)보미엔지니어링,29,2.1,4159
(주)시티건설,29,2.4,6043
(주)에스엠디자인,29,2.8,4324
(주)에이스페이스마케팅,29,2.6,2861
(주)웃샘,29,3.1,3465
(주)유아컨설턴트종합건축사사무소,29,2.6,2680
(주)크리에이티브디자인스튜디오,29,2.0,3595
금전기업(주),29,1.7,2549
센구조연구소,29,2.9,3422
신동아종합건설(주),29,2.2,3598
해님종합건설(주),29,2.8,5853
(주)동아기술공사,28,2.6,3442
(주)신영,28,3.0,4579
(주)호반산업,28,2.9,5181
문화체육관광부,28,3.3,3898
(재)강원테크노파크,27,3.6,3431
(주)오렌지엔지니어링,27,2.8,4037
(주)전인씨엠건축사사무소,27,3.2,3250
세일이엔에스(주),27,2.6,3331
우림플랜트(주),27,2.2,3892
평택도시공사,27,3.5,3726
한국스카우트연맹,27,1.8,3303
한덕엔지니어링(주),27,2.6,2539
(주)성우에스아이,26,1.5,4702
(주)써치앤델브,26,2.5,2802
다림건설(주),26,2.5,3839
대일이엔씨기술(주),26,1.8,2779
디엔비건축사사무소,26,3.3,3779
상지엔지니어링건축사사무소(주),26,3.1,4108
아트인(주),26,2.2,2546
이엑스디자인,26,1.3,1842
피코노스아시아(주),26,3.2,3076
(주)부동산플래닛파트너스,25,3.3,4283
(주)엔쓰리디앤티,25,2.6,2803
(주)한일시스템엔지니어링,25,2.3,3530
토문엔지니어링건축사사무소(주),25,3.6,3531
효성건설(주),25,2.6,4320
(주)거광기업,24,2.3,3699
(주)컬리넌홀딩스,24,2.1,3613
(주)한강그룹,24,1.8,5565
가감디자인그룹(주),24,3.0,3003
넥서스환경디자인연구원(주),24,1.9,2864
대양종합건설(주),24,2.6,3855
동명전력(주),24,2.3,3127
디자인제이엔케이(주),24,2.3,3396
신태양건설(주),24,1.5,3889
케이에이치건설(주),24,2.6,4345
(주)단에이앤씨종합건축사사무소,23,2.5,2997
(주)대한종건,23,3.0,4628
건물과사람들(주),23,3.0,3738
동대문구청,23,3.7,3490
동일토건(주),23,2.6,4591
라움디자인(주),23,1.9,4268
문화뱅크(주),23,1.9,3220
어드벤처닷케이알(주),23,1.9,2629
에이치플러스에코(주),23,2.0,4065
에코리드(주),23,2.9,3414
이에이디자인(주),23,2.0,2871
컬리어스인터내셔널코리아(주),23,2.6,4641
한국도자기(주),23,2.3,3141
(주)케이알티씨,22,2.9,3928
(주)한일네트워크엔지니어링,22,3.2,3917
보루(주),22,2.4,2289
인들디자인(주),22,2.5,2455
(주)동우이앤씨,21,2.8,3039
(주)신한,21,2.4,3919
(주)컨텍,21,2.1,3542
(주)한국씨엠씨,21,2.6,3315
동양방식(주),21,2.7,3828
미동이엔씨(주),21,2.7,3947
범양공조산업(주),21,1.9,3732
삼일산업(주),21,2.3,4253
삼천리이에스(주),21,2.9,5033
영진환경테크(주),21,2.3,3149
자이씨앤에이(주),21,3.0,6303
(주)두진건설,20,2.8,3847
(주)새길이엔시,20,3.2,3580
(주)신일,20,3.0,4659
더본종합건설(주),20,2.5,3686
비즈마컴(주),20,3.4,3176
셀콤(주),20,1.6,2171
셰어하우스우주(주),20,3.3,2842
예정엔지니어링건축사사무소(주),20,2.7,3429
팍스코이앤아이(주),20,1.5,3018
한산씨엔에스(주),20,2.8,2981
(주)경동건설,19,2.2,3705
(주)남양이엔에스,19,2.2,2452
(주)문창,19,1.4,2427
(주)보운이피씨,19,2.6,3804
(주)세빛섬,19,2.9,3167
(주)우리종합기술,19,2.5,2965
(주)이유디자인,19,3.7,3778
롯데기공,19,2.4,3640
벽산건설(주),19,4.1,5178
지에이치파트너즈(주),19,3.4,4347
(주)솔라플레이,18,2.5,4374
(주)아트포인트,18,2.8,3242
(주)에스텍코리아,18,2.6,2735
(주)행복플러스원,18,2.9,3532
남명건설(주),18,1.4,2741
동희(주),18,3.0,3936
써포텍(주),18,2.9,3545
에스케이임업(주),18,3.2,4229
엠디엠(주),18,3.3,3804
유닉스코리아(주),18,2.2,2569
(주)더부엔지니어링,17,4.3,3006
(주)삼영기업,17,2.6,3190
(주)송학건설,17,2.6,3731
(주)엠오에스강남,17,1.9,2682
나우인벤트(주),17,2.8,2307
에코에너지홀딩스(주),17,2.5,2869
파이런텍(주),17,3.3,2663
(주)노무라마이크로사이언스코리아,16,3.1,4180
(주)씨티큐브,16,1.2,2722
(주)아지오디자인,16,2.2,2495
(주)엠디엠플러스,16,3.1,5487
(주)이수에이엠씨,16,2.2,5001
국제산공(주),16,2.1,3983
두한테크,16,2.3,4093
비엔지컨설턴트,16,1.9,3141
서본건설(주),16,1.8,4193
주원조경(주),16,3.2,3212
티이씨건설(주),16,3.5,4070
파슨스브링커호프아시아리미티드(주),16,3.1,4564
하우텍씨엔알건설(주),16,2.6,3174
한일건설(주),16,3.5,3728
(주)더함에스디,15,2.9,2899
(주)동서엔지니어링,15,2.5,3576
(주)아베크디자인,15,2.4,3022
(주)엠비앤홀딩스,15,3.1,5292
나무경영아카데미,15,2.5,3407
대성글로벌네트웍(주) C&C,15,2.4,2563
디브이씨(주),15,1.9,2318
에이스마케팅(주),15,1.8,2976
한은이엔씨(주),15,2.0,3007
(주)드림엔지니어링,14,2.4,4224
(주)예건,14,1.9,3288
(주)정신이앤시,14,3.4,3919
대림아이앤에스(주),14,2.8,2298
대선이엔씨(주),14,3.4,4191
두가씨앤씨종합건축사사무소(주),14,2.6,3701
맥이에이(주),14,3.0,3490
삼일기업공사(주),14,2.9,4013
서한,14,3.5,3367
씨브이네트(주),14,3.2,4618
아이티에스중부(주),14,2.9,2418
에프이씨씨(주),14,2.1,3731
우림건설(주),14,2.7,5033
지큐브스페이스(주),14,4.7,3452
태인종합건설(주),14,1.4,3670
퍼블릭프로코리아(주),14,2.6,3538
혜동브릿지(주),14,2.6,3591
(주)내인생의책,13,1.8,2455
(주)아데스클래스,13,2.5,2983
(주)에이커트리,13,2.5,4245
(주)에코밸리,13,2.5,3182
(주)웅남,13,2.9,4071
(주)일강케이스판,13,2.8,3097
(주)일도엔지니어링,13,2.4,3071
KCPMC,13,2.8,4344
관수이앤씨(주),13,3.4,4595
다보이앤씨(주),13,2.8,4693
대성건설(주),13,2.7,2997
디자인멘토,13,2.5,2460
디자인본오(주),13,2.7,3322
루미디앤디(주),13,3.0,2508
삼우설계건축사무소(주),13,3.8,7546
상지엔지니어링(주),13,2.0,2998
서신엔지니어링(주),13,2.5,2735
용마엔지니어링,13,2.6,3781
용산(주),13,2.2,3503
윙스터디,13,3.1,1299
큐에스엔지니어링(주),13,2.4,4563
태성종합기술(주),13,2.6,3481
하나건축적산사무소,13,2.2,3415
(주)나로이엔씨,12,2.6,2888
(주)종합건축사사무소동우건축,12,2.6,2558
(주)코리아카코,12,2.8,3620
(주)태평양해양산업,12,2.7,3799
석미건설(주),12,2.3,3196
성우전기,12,2.9,2830
시재건설(주),12,2.8,3026
씨앤티85(주),12,2.8,3116
아키플랜종합건축사사무소(주),12,2.7,3508
원리테일익스페리언스코리아리미티드,12,3.3,3951
은산건업(주),12,2.9,3036
익스앤(주),12,2.7,2617
익진엔지니어링(주),12,2.6,3271
전남개발공사,12,3.7,3532
제이비케이미란츠(주),12,2.3,3720
지오인터내셔널(주),12,2.8,3050
코리아테크(주),12,2.4,4229
한국기술벤처재단,12,2.5,6039
(주)기산엔지니어링,2,4.0,3093
(주)도시와숲,11,2.4,2841
(주)브라운스톤,11,3.1,4000
(주)쓰리에스씨앤에프,11,3.1,3529
(주)씨투디자인,11,3.5,3039
(주)제이스코리아,11,2.8,4238
(주)참공간디자인,11,2.9,2809
(주)한울씨앤비,11,4.3,4825
대평엔지니어링(주),11,2.1,2863
동양구조안전기술(주),11,3.2,3922
리스피엔씨,11,2.6,2621
메트로컴넷(주),11,3.0,3408
비츠로웨텍(주),11,2.2,3376
선진콘트롤엔엑세스(주),11,2.4,4196
세원전설,11,3.2,2800
시스트라코리아(주),11,3.0,4211
유민디자인(주),11,1.8,2705
제이원이즈(주),11,1.7,2767
진원이앤씨(주),11,4.3,5003
진형건설(주),11,2.8,4001
플래닝와이그룹건축사사무소(주),11,2.2,2472
(주)녹색건축인증연구소,10,3.6,3097
(주)대원건영,10,3.2,5147
(주)덕영엔지니어링,10,2.1,3682
(주)유진케임텍,10,1.9,2465
(주)일신설계종합건축사사무소,10,1.7,2729
(주)한백,10,2.6,3532
(주)후지타서울지점,10,2.6,4419
건국건설(주),10,3.0,4001
건원엔지니어링(주),10,2.9,4247
경남개발공사,10,3.0,3096
경상북도개발공사,10,3.7,3251
기안건축사사무소(주),10,3.1,4587
네오시스테크놀로지(주),10,1.7,2429
뉴엔텍(주),10,3.4,3056
디케이이앤씨(주),10,2.3,3343
디티제트코리아(주),10,2.3,2943
세종기업(주),10,1.9,3037
신화건설(주),3,3.0,1950
엘씨씨코리아(주),10,3.0,3290
엠지자산관리(주),10,2.9,1937
우리강산시스템(주),10,3.3,3073
케이아이디자인(주),10,2.6,2843
코스피(주),10,2.9,4263
크레이드(주),10,3.0,2647
테이즈엔지니어링(주),10,2.2,4227
(주)건축과공간메트로,9,3.3,2562
(주)도둠,9,3.0,3532
(주)성아엠이씨,9,2.1,4308
(주)성지토목기술공사,9,2.0,3468
(주)신영기업,9,1.6,2673
(주)엠지알브이,9,4.0,4873
(주)인아엔지니어링,9,1.2,2782
(주)헤드어반스튜디오,9,3.1,3103
건림원(주),9,1.9,2582
대용건설(주),9,1.9,3475
대일전기통신(주),9,2.1,3226
더지드건설(주),9,2.0,2990
루디아알이디,9,2.6,3532
미담디자인(주),9,2.8,2567
예성인(주),9,1.8,2513
오엔(주),9,2.0,2730
운생동건축사사무소,9,2.9,2976
충청남도개발공사,9,3.1,2909
케이씨솔라앤에너지(주),9,2.2,3711
쿼드스페이스(주),9,3.6,3656
티이솔루션(주),9,2.7,4626
한국난방관리(주),9,1.6,2795
한국환경종합건축사사무소(주),9,2.9,3781
(주)경동이앤에스,8,3.8,3610
(주)고감도,8,3.1,4794
(주)대몽건설,8,3.0,3392
(주)디디알플러스,8,3.5,3239
(주)디자인에너지,8,2.3,3316
(주)반석티브이에스,8,3.6,3789
(주)백두엔지니어링,8,3.9,3491
(주)부산건축종합건축사사무소,8,2.9,2754
(주)홈즈컴퍼니,8,2.8,3532
(주)환경음향연구소,8,3.0,2922
공도가(주),8,2.9,2317
뉴넷정보기술(주),8,2.6,2866
디자인누보,8,3.4,2623
디자인정글(주),8,1.5,3269
로터스엔지니어링(주),8,2.8,2926
부영(주),8,2.4,4473
산천(주),8,2.0,2760
상리건설(주),8,2.3,3573
스틸라이프,8,2.4,3527
신우엔지니어링(주),8,1.9,3197
에이플러스디(주),8,3.0,3042
엔티피아(주),8,1.6,3033
이엠종합건설(주),8,2.6,3895
일신이앤씨(주),8,2.3,3517
지우구조기술사사무소(주),8,1.9,2840
창성건설(주),8,2.9,3809
청원건설(주),8,3.5,3838
투래빗(주),8,3.0,2615
화승엔지니어링(주),8,2.4,5019
(주)디에프디자인,7,2.0,3532
(주)디엠크레이트,7,3.9,3084
(주)림코,7,2.1,3701
(주)웨스컴퍼니,7,4.3,3532
(주)이음디자인사무소,7,3.4,3302
(주)제드컴퍼니,7,2.0,3532
(주)한울건설,7,3.6,3421
(주)후레씨네코리아,7,2.9,3267
대경산업(주),7,2.6,2811
대아이엔씨(주),7,3.0,3998
디자인그룹멘토(주),7,1.3,2443
리스크테크(주),7,2.3,2795
삼미건설(주),7,3.0,4234
솔티(주),7,1.6,3355
신미화건설(주),7,3.1,2821
신안종합건설(주),7,2.3,4124
아트온에프씨(주),7,2.9,2800
알루텍(주),7,2.1,3560
에스엠에이시스템(주),7,1.1,3532
에어테크엔지니어링(주),7,2.7,3069
유디아이도시디자인그룹(주),7,2.0,3425
이재하건축사사무소,7,3.9,3872
인본건설(주),7,2.1,3191
장학건설(주),7,3.4,3757
전북개발공사,7,4.1,3039
제로투엔건축사사무소종합건설(주),7,3.4,3532
진성산업(주),7,2.7,3072
창미이엔지(주),7,2.0,3056
천진엔지니어링(주),7,3.1,3340
충북개발공사,7,2.3,3532
태평양개발(주),7,2.6,5928
프로인스트,7,2.7,4448
항도엔지니어링(주),7,3.3,4058
현대엠코(주),7,3.4,5466
(주)고산건설,6,4.3,3866
(주)도아트컴퍼니,6,2.5,3532
(주)동해기술단,6,1.8,3013
(주)디플러스프라퍼티,6,4.3,3532
(주)아이세상,6,2.0,2918
(주)에스디엠이앤씨,6,2.7,4261
(주)엘에스생태환경복원,6,1.2,3120
(주)인테그라디앤씨,6,4.8,3532
(주)지음디자인그룹,6,1.7,3084
길평(주),6,1.8,2855
나노디앤씨(주),6,2.0,2557
대일휀스(주),6,2.7,3120
대한지적공사,6,3.0,3120
덕분(주),6,2.2,3532
무영아멕스건축사무소(주),6,3.0,2725
썬웨이(주),6,1.8,5320
씨엘디자인(주),6,2.7,2239
아이티에스뱅크(주),6,2.7,1708
아주통신(주),6,3.0,2404
앤아텍디자인(주),6,2.0,2360
에이에이씨케이(주),6,2.2,3493
와이쥬크리에이티브(주),6,1.3,2922
원엔지니어링(주),6,1.8,2225
일산종합건설(주),6,2.5,2925
진남토건(주),6,3.5,3527
코오롱워터텍(주),6,2.0,3220
코캣(주),6,2.3,3010
팀시스템(주),6,2.8,3464
한국품질보증원(주),6,1.7,4203
현진에버빌(주),6,2.8,4097
(주)노을디자인,5,3.8,3532
(주)대창건설,5,3.2,3705
(주)동서엔지니어링종합건축사사무소,5,2.6,3002
(주)바셈,5,3.0,5512
(주)세아에스앤디,5,2.4,3532
(주)아키탑케이엘종합건축사사무소,5,3.4,3582
(주)에스엠아이앤디,5,2.2,3532
(주)에이치에스아이디그룹,5,1.0,3532
(주)위디자인스페이스,5,1.8,2437
금아코텍(주),5,1.8,5850
다우산업개발(주),5,2.4,4846
다인디자인컨설팅(주),5,3.0,3422
대림디앤아이(주),5,1.6,2888
동원아이엔씨(유),5,2.4,1823
동해정보통신(주),5,1.8,2798
렉스이엔씨(주),5,3.2,3990
룸스케이프(주),5,3.6,3532
맥스타일(주),5,1.8,2958
바이휴먼(주),5,3.8,4169
시가건축사사무소(주),5,3.6,3476
시너지건축사사무소,5,1.0,3705
시설안전미더(주),5,4.4,1691
신가람공인중개사사무소,5,4.8,3532
아키어스(주),5,2.0,2015
알투코리아부동산투자자문(주),5,3.8,3102
에이플러스리얼티(주),5,1.8,4255
엔제이라이팅,5,3.2,2298
엠와이디플랜,5,3.4,2402
예인디자인(주),5,3.6,3057
우방산업(주),5,1.6,3532
유라이프솔루션즈(주),5,2.6,4712
유일산업개발(주),5,2.2,3870
율산개발(유),5,2.8,2250
이알에이코리아(주),5,2.4,1845
일우텍(주),5,1.4,2522
지엔에스티(주),5,2.2,3900
컴피아(주),5,2.2,3559
태림이엔티(주),5,2.6,3532
플러스테크,5,2.8,3266
한컴,5,3.2,5257
(주)가담어소시에이츠,4,3.5,3196
(주)가와건축사사무소,4,3.0,2441
(주)그룹한어소시에이트,4,3.3,3268
(주)글로카로카,4,2.3,2804
(주)끄끄흐디자인,4,2.5,3033
(주)닥터홈,4,4.3,2812
(주)대아이엔지,4,2.5,3532
(주)동성이엔지앤디자인,4,1.8,3928
(주)디바이엠건축사사무소,4,3.8,3001
(주)새서울엔지니어링,4,2.0,3674
(주)스노우에이드건축사사무소,4,3.3,2243
(주)애니디앤지,4,3.8,3532
(주)엠디인사이트,4,2.8,3090
(주)이젠아이,4,3.3,2849
(주)태건종합건설,4,2.0,3001
(주)플랫폼19,4,3.8,2535
강우건설(주),4,1.5,2984
