,리뷰수(개),평점,평균 연봉(만)
유파코리아(주),6,2.3,4081
이바겐(주),6,2.0,2298
젠코상사(주),6,4.0,2731
지앤에스티솔루션(주),6,2.3,4813
청청인터내셔날(주),6,2.3,2682
컴퓨트론(주),6,2.2,2702
코리아머트리얼(주),6,2.0,2298
코파산업(주),6,1.7,2936
트루폭시,6,2.5,2108
티와이솔루션(주),6,1.2,2746
티피아이메가라인(주),6,3.8,2875
패션팝(주),6,3.0,2765
펑키플래닛,6,2.3,2998
포유비즈(주),6,2.8,2453
풋락커코리아(유),6,3.0,0
피씨에스원코리아(주),6,2.3,2719
하본인터내셔널,6,2.5,3368
하이노베이션(주),6,2.2,2075
한국다케다제약,6,3.5,7956
한국드레가(주),6,3.5,4759
한국마루베니(주),6,3.8,8769
한국이퍼브(주),6,3.5,4421
한솔씨에스엔(주),6,3.0,5339
한진에스엠(주),6,3.5,3895
해왕해운(주),6,2.8,2480
행복한농부,6,3.5,2535
현대케미칼,6,2.7,4473
(주)늘푸른정보기술,5,3.6,2867
(주)늘품마루,5,4.0,0
(주)더블유메딕스,5,2.6,2492
(주)더세이폴,5,2.8,0
(주)더온에프앤비,5,1.6,0
(주)더케이비코리아,5,3.0,4200
(주)두리몽,5,1.6,2340
(주)드림인코,5,2.4,3186
(주)라인올물류,5,2.6,2694
(주)로지스마일,5,3.2,4256
(주)리히,5,3.2,7240
(주)마담주,5,1.0,0
(주)밤나무,5,2.4,3151
(주)범한,5,2.4,2761
(주)비전바이오켐,5,3.0,3886
(주)비지티컴퍼니,5,1.0,2827
(주)서일애니팜,5,2.2,2755
(주)씨앤에스파워,5,3.4,3098
(주)앙쥬,5,1.8,4205
(주)어셈블뷰티,5,4.2,0
(주)에버굿,5,4.4,3188
(주)엔젤코리아,5,3.0,3579
(주)엠디엑스케이,5,1.8,3226
(주)영신에프에이,5,2.2,3080
(주)오레팜,5,2.4,0
(주)유맥스,5,2.4,3026
(주)유티비,5,3.8,3556
(주)이도로지스틱스,5,1.2,2785
(주)잇라이프,5,3.0,3451
(주)자재피아,5,2.2,0
(주)제이에이치페리,5,3.0,3213
(주)지누텍코퍼레이션,5,2.6,2721
(주)지오시스템,5,3.0,3433
(주)케이원씨앤씨,5,2.8,3130
(주)케이제이티티,5,2.0,3137
(주)한창,5,1.8,2901
(주)행복을굽는사람들,5,2.2,5803
거성해운항공(주),5,1.0,1729
견우물류,5,2.0,3379
나이스,5,3.2,3075
나인플러스이디에이(주),5,1.6,3795
다나코레아(주),5,1.8,4360
대상어드밴테스(주),5,2.6,3258
대현상공(주),5,3.0,3000
디에스이(주),5,2.8,2495
루에랑(주),5,3.8,0
리드메디(주),5,3.4,3063
뮤직소프트(주),5,3.0,0
베리폰코리아(유),5,2.0,5574
보브화장품,5,2.8,2665
비에프케미칼(주),5,2.0,3270
비엠케이유통(주),5,1.8,2586
빅토리아코리아(주),5,2.0,2718
상호물산(주),5,2.2,2982
선경스틸(주),5,1.6,2517
세광테크(주),5,1.8,2298
세진시아이,5,2.2,6615
세한아프릭(주),5,4.0,5963
소모홀딩스(주),5,2.2,2962
쇼어투쇼어(유),5,1.8,1845
숭실대학교소비자생활협동조합,5,4.2,2415
스포츠월드(주),5,2.8,0
시스원테크놀로지(주),5,3.0,3775
신성엔지니어링,5,2.0,3269
신성해운(주),5,3.0,4245
신영에스디(주),5,3.4,2647
신한종합물류(주),5,2.2,2498
아이엠피티(주),5,2.8,3205
아이원,5,3.4,2361
아이퀘스트서비스(주),5,2.4,2350
아이피알(주),5,2.6,1626
아프로(주),5,3.0,3570
에어로젤코리아(주),5,3.4,5548
에어카고차터(주),5,2.2,2316
에이엠에스(주),5,2.0,3435
에이케이웹서비스,5,3.8,2633
엔엑스피반도체(주),5,3.4,13444
엘롯데,5,2.8,4775
엘림,5,2.4,2300
엠케이글로벌(주),5,3.4,0
예솔엘앤디(주),5,2.2,2213
오션테크(주),5,4.4,5932
오티스,5,2.4,3523
오피스웨이,5,3.0,3808
웰베이킹,5,3.4,2900
윈포트(주),5,2.2,3377
윙온코리아(주),5,3.0,3160
인스킨(주),5,2.0,3336
인천항공화물터미널(주),5,2.6,2407
인트라웍스(주),5,3.0,3839
중앙에너비스(주),5,2.6,2829
진약품(주),5,1.6,1943
케이씨알테크(주),5,2.6,4101
케이지옐로우캡(주),5,2.4,2567
케이티엔(주),5,2.4,3120
코스모글로벌(주),5,2.8,3163
트레디아(주),5,1.8,2698
티디케이이피씨한국(주),5,2.6,3528
팁스밸리(주),5,3.2,3082
파인트리컴퍼니,5,4.8,5487
평화안전,5,5.0,0
하이시스이엔지(주),5,2.2,7015
한국야마모토트레이딩(주),5,2.0,3478
한국에르하르트라이머(유),5,2.0,0
한국인테그리스(주),5,3.2,9994
한국일리스엔지니어링(주),5,3.8,3546
한국카스코(주),5,1.4,2709
한국페야(유),5,2.6,2752
한림포스텍(주),5,2.2,3140
한보화학(주),5,2.6,3355
한성물류,5,2.6,2755
한일상사(주),5,3.4,2616
한협통상(주),5,1.0,2298
해영글로벌로지스틱스(주),5,1.8,3243
헤비파츠(주),5,2.2,3152
(주)경원에이치앤비,4,2.8,0
(주)글로엔트그룹,4,2.0,0
(주)기본에,4,2.8,3928
(주)닥터아임,4,3.3,3389
(주)대성유통이앤씨,4,2.8,2766
(주)대현철강,4,1.0,2647
(주)덕명,4,2.0,2865
(주)도라마코리아,4,2.5,3128
(주)동남케미칼상사,4,5.0,4754
(주)디지아톰,4,2.8,4777
(주)리얼링크,4,1.0,5548
(주)바다요,4,1.0,0
(주)버드켐,4,3.0,3614
(주)보부상컴퍼니,4,1.8,2878
(주)브이스테이션,4,3.3,2626
(주)블렌디드,4,3.0,0
(주)비엠시스솔루션,4,2.8,2896
(주)샵인샵딜리버리,4,5.0,0
(주)서흥아트,4,3.5,3097
(주)세진씨아이,4,3.0,0
(주)쉐프스푸드,4,3.5,3887
(주)써니스코파,4,3.0,0
(주)아로마솔루션,4,5.0,0
(주)에이씨엘,4,4.3,0
(주)에이치앤케이,4,3.5,3444
(주)엘씨드인터내셔널,4,3.8,0
(주)오씨엘,4,4.0,0
(주)온나인슈퍼,4,2.0,0
(주)원우시스템즈,4,3.0,3412
(주)월드와이드메모리,4,1.3,3432
(주)웰숲,4,3.3,3524
(주)위드켐무역,4,3.0,3867
(주)지디코퍼레이션,4,4.0,3070
(주)코리아브이로지스틱스,4,2.0,2529
(주)코슈코,4,2.0,4400
(주)포스처360,4,4.0,0
(주)피플스,4,1.8,2510
(주)핀로직스,4,2.3,2947
(주)해래,4,5.0,3312
(주)호프인터내셔널,4,3.3,0
국성통상(주),4,3.0,3406
글로벌비전웨이즈(주),4,2.8,2702
김진향한복,4,2.5,2925
나우메드(유),4,2.5,4002
농협부산경남유통(주),4,2.3,2417
대경하이켐(주),4,1.3,4988
대성정보시스템(주),4,2.3,3386
더키움인터내셔널,4,2.3,2805
도트엔도트,4,4.0,1755
동성기전(주),4,2.5,3100
동원와인플러스(주),4,2.3,3925
드림칩(주),4,3.3,3903
득금상사(주),4,2.5,3848
디앤디컴(주),4,1.3,3546
디에스트레이딩코리아(주),4,2.8,2665
디엠아이시스템즈(주),4,4.8,4551
로뎀코리아,4,2.3,2048
룡플란트(주),4,2.5,2518
리우크리에이티브(주),4,2.0,2667
마이뷰티푸드,4,3.8,2298
마이크로스피델리오코리아(주),4,1.3,3757
바이오인터체인지(주),4,2.8,3824
바이오트로닉코리아(주),4,3.8,5343
삼일교육(주),4,1.5,0
새연정보기술(주),4,3.0,2811
세은상역(주),4,3.8,2841
쉘톤인터내셔날(주),4,3.3,4529
스엔코(주),4,3.8,2833
스킨애니버셔리스파(주),4,1.8,2250
시스네트정보(주),4,2.3,3270
시즈까코리아(주),4,1.5,3777
씨앤에이치인터내셔널(주),4,2.8,3801
아도니스주얼리(주),4,1.3,2085
아마존,4,3.5,8646
아이홈푸드(주),4,1.5,2568
알파클라우드(주),4,2.5,3600
에스에스씨피(주),4,3.5,4393
에스티씨라이프(주),4,2.8,2944
에스플러스(주),4,1.8,2973
에어넷서비스(주),4,3.0,2456
에어마카우(주),4,3.5,2355
에크미메디칼(주),4,3.0,3211
엑티브아이티(주),4,4.3,3236
엠앤비테크놀러지(주),4,2.5,3327
엠제이그룹(주),4,2.3,2527
온미디어(주),4,3.3,4270
와나코코리아(유),4,4.0,5081
와이디피,4,2.5,4638
용방통운(주),4,2.0,2689
위비(주),4,1.5,2551
유진정밀(주),4,2.0,3748
유텍무역(주),4,3.0,2975
유투오코리아,4,3.5,2984
이메이션코리아(주),4,3.5,2907
이지스틸넷(주),4,2.8,2586
인덜지코리아(주),4,2.0,3770
인터비즈,4,2.8,2805
제뉴인카앤파츠(주),4,2.8,3016
제이리교역,4,2.0,2326
제이에스글로벌,4,3.8,2731
제이제트인터내셔널(주),4,2.8,2763
쥬크인터내셔널(주),4,1.0,5038
청아원(주),4,3.0,2754
축산기업중앙회,4,1.8,1748
칼트로지스부산(주),4,3.3,3919
케이스위스시흥홈플러스,4,2.8,0
케이티클라우드웨어(주),4,3.5,6040
크레신산업(주),4,2.5,3177
터보테크(주),4,2.5,0
폴로랄프로렌마리오아울렛상설점,4,3.0,3175
프라임위너스,4,4.0,0
플루브 엔트,4,1.8,2429
하나테크,4,3.8,3067
한국뷔르트(주),4,4.0,0
한국아이소(주),4,1.3,3381
한미유나이티드(주),4,2.0,2726
한양철강(주),4,2.0,3875
한일탱크터미널(주),4,3.3,6193
한흥물산(주),4,2.0,4525
해피텔,4,2.5,4875
(주)광진글로벌,3,3.0,3227
(주)네이처프라임,3,4.7,3040
(주)뉴스포츠산업,3,3.0,2703
(주)다르지오,3,4.0,3050
(주)더스크랙,3,4.0,2879
(주)동우면세통상,3,4.0,3529
(주)맛붐,3,5.0,0
(주)문무대,3,2.7,0
(주)비아르랩,3,1.0,0
(주)비코어랩,3,4.3,0
(주)빅픽처코퍼레이션,3,5.0,0
(주)삼정트레이딩,3,3.0,4871
(주)스매싱스포츠,3,3.3,2298
(주)스타인터내셔널,3,4.3,2826
(주)스테이튠드,3,4.7,0
(주)씨에스아이,3,3.3,3587
(주)아씨오랩스,3,3.3,0
(주)어스맨,3,4.0,0
(주)에이치앤제이인터내셔널,3,3.3,4100
(주)엔에스트레이딩,3,4.7,0
(주)엘카라,3,3.0,2842
(주)월드비전종합물류,3,2.3,0
(주)웰그린,3,3.3,2450
(주)위트렌드,3,5.0,0
(주)이에스인터네셔널,3,2.3,4660
(주)이호아이티씨,3,3.0,4412
(주)제이에이치리더,3,3.0,0
(주)제이에이치에코,3,3.0,2378
(주)젠테,3,3.7,0
(주)젬마코리아,3,3.7,2925
(주)지유에스엠씨,3,3.3,2507
(주)컴스빌,3,4.3,2392
(주)코메츠,3,4.3,0
(주)탑존,3,4.0,0
(주)태화홀딩스,3,3.3,0
(주)토넥스,3,1.7,3720
(주)토담,3,2.3,2457
(주)티원세미콘,3,5.0,0
(주)프레드,3,3.0,4010
(주)프로디젠,3,3.3,3649
(주)한동인터내셔널,3,3.7,3960
(주)한통퀵서비스,3,1.7,2266
(주)해브투해브,3,2.3,0
(주)홍림교역,3,3.0,4102
(주)화성티엔티,3,2.0,2325
게이트글로벌(주),3,1.0,2298
경북대구한우협동조합,3,3.3,3546
골든오렌지(주),3,1.3,1927
그린베이비,3,2.0,2393
글로벌미션로지스틱스(주),3,2.3,2726
글로본(주),3,2.0,2554
금강(주),3,2.7,3917
녹산콜라보레이션즈(주),3,3.7,3877
니베아서울(주),3,3.7,4029
다물시스텍(주),3,1.0,4131
도레이인터내셔날코리아(주),3,3.0,5224
동광리어(유),3,3.3,5649
디그스타일(주),3,2.0,3006
디엔디글로넷(주),3,3.7,0
레슨라이프,3,3.7,0
매니페스토디자인랩(유),3,3.3,2123
매일헬스뉴트리션(주),3,3.3,4794
맥스이노션(주),3,2.0,2296
미쓰비시연필한국판매(주),3,3.7,2393
바른로지스틱스(주),3,4.3,0
밧틈(주),3,3.3,3096
보경티엔씨(주),3,3.0,2510
보령수앤수(주),3,2.3,5050
비오셀(주),3,4.0,3445
비투팜(주),3,2.0,2768
빛과소금(주),3,2.0,2617
삼성레포츠센타,3,3.0,2997
삼영국제물류(주),3,2.0,2340
삼우,3,2.7,3577
새한비아이에프(주),3,2.0,3092
서경엔지니어링(주),3,3.0,2298
서울고속도로(주),3,3.7,4239
세크론,3,3.7,4035
솔트론(주),3,1.7,3757
쇼유커뮤니케이션(주),3,2.7,5776
슐츠코리아(주),3,3.3,4031
신우유통(주),3,2.3,2964
신일에프에이에스,3,3.0,2255
신카와한국(주),3,3.0,3753
신한다이아몬드(주),3,1.7,3590
썬포토(주),3,3.0,3589
쏘펀드,3,2.7,2215
씨에스에이브이코리아(주),3,2.3,2517
씨에스프로젝트해운(주),3,2.0,2937
아이웍스(주),3,4.0,3550
아이템티비(주),3,3.3,2526
알로이비즈(주),3,2.7,0
알씨솔루션(주),3,3.3,2730
알엔텍(주),3,3.0,2493
알파베타(주),3,2.7,2442
양지화학(주),3,3.3,4730
에스디코리아(주),3,2.3,3178
에이디티시큐리티(주),3,3.3,2954
에이비사이엑스코리아(유),3,2.7,0
엔티에스로지컴(주),3,1.7,0
엘에스엘피(주),3,3.0,2165
영진화학(주),3,2.7,6639
예천천문우주센터(재),3,1.7,0
원진,3,3.3,3031
웨스트팩(주),3,5.0,4998
웰로하스,3,2.7,0
유나이티드에어라인스인크한국지점,3,3.0,2840
유니정보통신(주),3,1.7,2298
유일,3,3.3,7913
이구아나바이크(주),3,1.3,2575
인앤인코스메틱(주),3,3.0,2352
인천대교(주),3,3.0,4639
장원상사(주),3,2.7,1778
제이스토리(주),3,1.7,1613
제이에이치티(주),3,2.7,2997
제일모터컴퍼니(주),3,3.0,0
제일원(주),3,3.0,2925
중원통상(주),3,2.3,4351
지마오러버인더스트리얼코리아(주),3,3.7,3075
지마트,3,4.0,1946
지엔에스,3,2.7,3035
지지컴퍼니(주),3,3.7,1845
진솔정보시스템,3,2.3,2835
총체보리한우,3,2.7,3267
캣플러스(주),3,3.3,0
케이비케미칼(주),3,3.0,0
타워피앤씨(주),3,3.3,3246
태림농산,3,3.3,2145
태림지티에스(주),3,2.3,2767
파크에임(주),3,2.7,2298
프라메드,3,2.0,0
필스전자(주),3,1.0,4732
하나월드(주),3,3.0,2640
하이몰(주),3,2.7,1845
하코그래픽솔루션(주),3,3.0,3118
하하물산(주),3,1.0,2526
한미중기(주),3,3.3,0
한화역사(주),3,2.0,2721
한화유통(주),3,3.0,2755
홀푸드코리아(주),3,1.7,2989
홈플러스익스프레스인천송현점,3,2.3,0
휴웰(주),3,3.0,0
(유)모벨랩,2,4.0,3567
(주)고위드코퍼레이션,2,5.0,0
(주)글송이,2,3.5,3970
(주)나은컴퍼니,2,1.5,0
(주)나투라스,2,4.5,0
(주)더블유비엘,2,3.0,4121
(주)덕산케미칼,2,4.0,3637
(주)동양쏠라텍,2,1.0,0
(주)디브릿지,2,4.0,0
(주)리앤에스푸드,2,4.0,4001
(주)린푸드,2,2.0,0
(주)마리아쥬드미에,2,1.0,1613
(주)모던애니멀,2,1.5,2752
(주)바온,2,3.5,2626
(주)비버글로벌,2,5.0,0
(주)비비엘유,2,3.0,0
(주)비엠코스,2,3.0,0
(주)빌리브,2,3.5,0
(주)삼성하나로,2,5.0,0
(주)성동물산,2,5.0,0
(주)손대식박태윤,2,3.0,0
(주)신승하이텍,2,2.5,0
(주)신일강업,2,3.0,4660
(주)씨엔씨해운항공,2,3.5,3005
(주)아만들,2,2.0,0
(주)아이몰피엠지,2,2.5,2480
(주)알디프,2,1.0,2298
(주)에스랩컴퍼니,2,3.5,0
(주)에스엠로지스,2,4.0,0
(주)에이베러,2,5.0,0
(주)에이엠글로벌,2,4.5,0
(주)에임하이코리아,2,3.0,0
(주)에프티엘,2,4.5,0
(주)엑세스파마,2,2.0,4799
(주)엘케이아시아,2,2.0,3012
(주)예스통상,2,1.0,2429
(주)오니스트,2,3.5,0
(주)웨이무역,2,4.0,0
(주)위즈고,2,1.0,0
(주)이뉴,2,2.5,0
(주)이사의달인김병만,2,2.5,3900
(주)이프어데이,2,3.0,2825
(주)제이유랩,2,4.0,0
(주)조이웍스,2,3.0,0
(주)캐나다쉬핑에이전시,2,3.0,2612
(주)코이상사,2,3.5,0
(주)킴벌리마스타,2,5.0,0
(주)태주,2,4.0,3486
(주)투판즈,2,3.5,2828
(주)트리언인터내셔널,2,2.5,3816
(주)티아이엠앤코,2,3.5,0
(주)티에스지,2,3.0,2348
(주)파우,2,4.5,4049
(주)퍼터갤러리,2,4.0,0
(주)프리다이스,2,5.0,0
(주)프리피아,2,4.5,1845
(주)피에스유코리아,2,3.5,2695
(주)피지컬랩,2,4.0,5850
(주)하나푸드,2,3.0,2298
(주)한진트레이딩,2,1.5,2633
Pnp커뮤니케이션,2,3.5,2870
가온메드(주),2,2.0,3761
가온테크(주),2,2.0,3899
가자주류(주),2,3.5,4188
게임소마(주),2,1.5,3220
경방유통(주),2,2.0,2850
그린코스코(주),2,2.5,3592
글로벌종합상사(주),2,4.0,0
길상해운(주),2,4.0,0
까스텔바쟉코리아(주),2,2.5,2298
네이버라인(주),2,4.0,3730
농업회사법인에버팜(주),2,3.0,0
다보오에스티(주),2,4.0,5416
다올넷(주),2,3.0,1743
담화컴퍼니(주),2,1.5,3494
대촌물산(주),2,4.0,4376
더그루브엔터테인먼트(주),2,3.0,3510
더블유,2,2.5,2420
더파이브인터렉티브(주),2,2.5,2145
동아아울렛,2,3.5,1950
동우리(주),2,5.0,5921
동헌기업,2,3.0,4072
디에스푸드,2,2.0,2050
디엔지컴퍼니(주),2,2.0,0
디엠케이인터내셔날,2,4.5,0
디와이테크,2,2.5,3658
디지털서울오에이(주),2,2.0,2255
디지털피플(주),2,1.0,1563
로이체일렉트로닉(주),2,4.5,0
리코코리아(주),2,3.0,5169
리펙(주),2,3.0,0
마리아나익스프레스라인즈(주),2,2.0,4100
마퀘트메디칼코리아(주),2,2.0,6005
멀티항공해운(주),2,2.0,4394
메손(주),2,1.5,3022
면역플러스,2,5.0,0
미러볼뮤직(주),2,2.0,1994
미야찌코리아(주),2,3.5,5216
미푸코(주),2,2.5,3533
밀라코리아(주),2,3.5,1845
부산신항다목적터미널(주),2,4.0,5268
브레인메딕(주),2,4.5,2356
비비앤비코리아(주),2,5.0,2618
비케이탑스(주),2,2.5,4285
빅세일마트,2,4.0,1743
산들목영농조합법인,2,2.0,2298
산지애트레이드(주),2,3.5,3075
삼경교역(주),2,1.0,2145
삼양화인(주),2,4.5,3942
삼지티엔씨(주),2,3.5,3247
삼한공조시스템(주),2,2.5,3171
상진(주),2,2.5,2420
서강스마트물류,2,5.0,0
서경에너지(주),2,2.0,1994
서울자동차경매장,2,3.0,3588
성진에프에스(주),2,3.5,2271
세이브일렉트릭(주),2,4.5,3119
세일코리아(주),2,1.5,3276
세종메디칼,2,2.5,2582
셀파시스템,2,2.0,3326
솔로몬에스티(주),2,3.0,2993
송지(주),2,2.5,1950
시선글로벌,2,1.5,2756
신세계인터내셔날(주) 살로몬,2,3.0,3137
신우티피에스(주),2,2.5,2450
씨에스엘(주),2,2.0,1746
씨엠에이코스메틱(주),2,2.0,2050
아이보라(주),2,5.0,2727
아이씨에스(주),2,2.0,0
애신망,2,2.5,3075
앨커미스트(주),2,3.0,3207
어뮤즈,2,3.0,1680
에버메르,2,4.5,2925
에브제트아시아(주),2,3.5,2911
에스앤제이이노베이션(주),2,1.5,3271
에스앤피해운(주),2,1.5,2788
에스엔유상사(주),2,3.0,3677
에스제이인터렉티브,2,3.0,2079
에쏘석유코리아(주),2,4.0,4360
에프앤에스(주),2,4.0,4100
엔에이치엘개발,2,1.0,4529
엘그랑(주),2,2.5,2980
엘레강스월드(주),2,3.0,2048
엘레닉,2,5.0,3264
엘레마텍코리아(주),2,2.5,3688
엘리케이파크(주),2,1.0,5783
엘시인포메이션(주),2,4.5,0
엘카,2,3.5,0
엠퍼니(주),2,3.5,2790
예림산업,2,2.5,4100
온미(주),2,4.0,2925
와우북(주),2,4.5,3075
우진글로벌,2,3.0,3450
울림무역(주),2,1.5,1733
유니메디,2,2.0,2681
유니시스인터내셔날,2,2.5,5064
유니원트레이딩(주),2,1.0,2989
유바이오(주),2,2.5,3853
유아이니트(주),2,1.5,2050
이레어(주),2,2.0,2972
이엠씨코리아,2,4.0,3413
이투스(주),2,2.5,2050
인성크로마텍(주),2,4.5,2600
인지니어스(주),2,2.5,0
인하대학교소비자생활협동조합,2,5.0,2229
일진피엠에스(주),2,4.0,3519
자리(주),2,1.5,2298
자전거와사람들(주),2,2.0,2145
정암산업(주),2,2.5,2167
제이디아이코리아(주),2,5.0,6038
제이비패션,2,2.0,3067
제이엔알(주),2,2.5,2191
제이엔컴퍼니(주),2,3.5,2925
제이제이트레이딩(주),2,3.0,1755
조이포스(주),2,2.0,2255
조지스피리츠코리아(주),2,3.5,5850
존와일리앤드손스싱가포르(주)영업소,2,4.0,4217
쥬베로,2,3.0,2376
지브이골프코리아(주),2,3.0,2831
지엘씨(주),2,2.5,2334
지유네트(주),2,4.0,2939
천아스틸(주),2,2.5,3618
카고플라자(주),2,4.5,2471
캐치코리아(주),2,4.5,4019
케이(주),2,3.5,2644
케이씨2(주),2,4.5,4388
케이씨인터내셔널,2,2.5,1845
케이아이알디(주),2,1.0,2298
케이엠디엠(주),2,3.0,2669
켐온(주),2,2.5,3329
코린인터내셔널(주),2,1.0,0
코스케어,2,3.0,1755
코어포인트,2,4.5,2672
코원,2,2.5,3901
코코(주),2,2.0,2984
클라우드엔터테인먼트(주),2,2.0,2460
클럽모바일(주),2,1.5,0
키마루(주),2,1.5,4033
타이코(주),2,3.0,0
태권기획,2,2.0,1755
태영코퍼레이션(주),2,1.0,2779
태원,2,2.0,2603
토목코리아(주),2,1.0,2730
토피아,2,3.0,2248
티엔아이커머스(주),2,2.5,2460
폴싯,2,5.0,4273
프랑수와마린코리아(주),2,3.0,5850
프로해운항공(주),2,3.0,5381
하나인터내셔널(주),2,3.5,0
하이텍교역(주),2,3.0,5291
학산(주),2,2.0,2298
한국미디어,2,1.5,1260
한국시멘트산업(주),2,2.5,3436
한국와코루(주),2,2.0,3578
한국이앤씨(주),2,2.5,2728
한국크래머전자(주),2,5.0,3561
한능전자(주),2,2.0,3730
한솔로지스유(주),2,4.5,0
한솔헬스케어(주),2,3.0,0
현주컴퓨터,2,2.0,2378
협진아이엔씨(주),2,2.5,5233
호원컴퍼니(주),2,3.5,0
효성이앤지,2,2.5,1778
훼미리(주),2,2.5,2454
(유)바이오비즈,1,5.0,3505
(주)3수도,1,2.0,2680
(주)공감네트웍스,1,3.0,3210
(주)국제로지스,1,3.0,0
(주)권브라더스,1,2.0,0
(주)남도유통,1,4.0,2988
(주)대동철강,1,3.0,3069
(주)대신전기상사,1,4.0,2950
(주)대정약품,1,1.0,2554
(주)드림텍,1,3.0,0
(주)디브이네스트,1,5.0,0
(주)랩앤툴스,1,3.0,0
(주)로마,1,3.0,0
(주)메트로물류,1,3.0,4437
(주)모신,1,5.0,0
(주)미드코리아,1,1.0,3642
(주)발루코퍼레이션,1,5.0,0
(주)블루몬케어,1,4.0,3226
(주)블리스오가,1,1.0,0
(주)비오리테일,1,5.0,2358
(주)빅닷,1,5.0,0
(주)삼미글로리,1,1.0,2351
(주)새이레,1,5.0,0
(주)수성인터내셔널,1,3.0,0
(주)스카이패브릭,1,2.0,0
(주)스페이시스원,1,4.0,0
(주)스포첵,1,3.0,2973
(주)신신엠앤씨,1,3.0,0
(주)신우면세점,1,1.0,2298
(주)신우상공사,1,3.0,0
(주)씨에스콤프텍,1,5.0,3403
(주)씨지이티씨코리아,1,4.0,0
(주)아이다인터내셔널,1,5.0,0
(주)아주우드,1,3.0,1733
(주)아토즈바이오,1,4.0,5639
(주)에스에이로지스,1,3.0,2442
(주)에스케이메디칼,1,2.0,2481
(주)에이셉익스프레스,1,5.0,0
(주)에이엔씨,1,5.0,0
(주)에이엠코리아,1,5.0,0
(주)에이치앤에스그룹,1,1.0,0
(주)엠앤제이코퍼레이션,1,5.0,0
(주)엠에프비컴퍼니,1,3.0,2800
(주)와이앤에이치메디,1,3.0,3208
(주)위플레이,1,1.0,0
(주)유니스,1,4.0,2450
(주)이포트,1,5.0,3967
(주)일레븐모먼트,1,5.0,0
(주)케이비엔,1,1.0,0
(주)키인터내셔널홀딩스,1,1.0,0
(주)트렌드픽,1,5.0,0
(주)티에스엠텍홀딩스,1,1.0,0
(주)티에이치엘,1,1.0,0
(주)팜팜코퍼레이션,1,5.0,0
(주)패스파인더코리아,1,5.0,0
(주)프렌드컴퍼니,1,2.0,0
(주)한국닛불,1,2.0,2484
(주)한백교역,1,2.0,3543
(주)한생오퍼스,1,2.0,0
(주)한양티에프에스,1,1.0,0
(주)헤세드컴페니,1,4.0,3019
(주)현우데이타시스템,1,2.0,2470
(주)호강상사,1,1.0,3042
(주)후지쿠라샤프트코리아,1,5.0,0
Latitude45,1,5.0,2840
Nishimoto Trading Co.,1,3.0,0
강성욱통업(주),1,1.0,2212
건강미,1,1.0,0
경기남부두레생협,1,4.0,3075
경원코퍼레이션,1,2.0,3347
고창농업협동조합,1,4.0,0
골드피쉬,1,3.0,2460
그린한방(주),1,4.0,3990
극동정밀소재,1,4.0,4100
극동호이스트(주),1,5.0,3396
글로덴(주),1,4.0,7119
글로벌예인,1,1.0,0
글로오아시스(주),1,4.0,0
기가물류(주),1,4.0,2743
김치앤드푸드마켓,1,3.0,0
나온패킹리더,1,1.0,1755
남자에프앤비(주),1,3.0,2153
내바이크,1,3.0,0
노트랜드(주),1,5.0,2925
누원,1,2.0,4513
니케(주),1,3.0,3900
다모아캠(주),1,3.0,2190
다올티에스(주),1,2.0,2812
다우리커뮤니케이션즈(주),1,1.0,1859
다우컨설팅(주),1,3.0,3092
대구렌탈(주),1,4.0,1859
대륙항공해운(주),1,1.0,0
대림글로벌(주),1,3.0,3578
대림정보통신,1,3.0,2925
대명,1,3.0,3645
대명버스라인(주),1,2.0,2967
대신무역(주),1,3.0,3075
대아동방항공(주),1,1.0,3413
대양전장(주),1,3.0,3724
대영엔지니어링,1,3.0,2606
대태화(주),1,3.0,1755
대한인더스트리(주),1,3.0,1902
더셔츠스튜디오수유점,1,4.0,1950
더스탭(주),1,2.0,1845
덕우무역상사,1,5.0,0
데이터닥터,1,4.0,0
동림인터네셔널(주),1,3.0,0
동원파마(주),1,2.0,3698
동인물류(주),1,1.0,3602
동일기전(주),1,2.0,0
동진흥업(주),1,5.0,1282
동천미디어(주),1,3.0,2153
동형글로벌,1,3.0,4208
동화홀딩스컴패니(주),1,5.0,3510
두리웰(주),1,5.0,3075
드림스페이스(주),1,4.0,0
디아랩서비스(주),1,4.0,4178
디테일러스(주),1,1.0,1709
디티지(주),1,3.0,3413
라끌레르,1,5.0,3075
라이스코리아(주),1,2.0,2563
라이즈(주),1,4.0,2866
라진,1,5.0,4875
로엠,1,2.0,2050
루나틱,1,4.0,9481
르까프,1,3.0,2144
리모와코리아(유),1,3.0,0
리버브(주),1,3.0,0
리키로제타아시아(주),1,2.0,1872
리하우스,1,3.0,5850
마누카내추럴코리아(주),1,3.0,1999
마이크로사이텍(주),1,1.0,0
메버릭,1,5.0,1755
명지통상,1,3.0,0
명진폴리켐(주),1,5.0,0
모두여행사(주),1,5.0,2665
무학상사,1,3.0,3200
문영무역(주),1,1.0,0
믹스매치,1,4.0,6825
바이앤바이,1,1.0,0
바이오비스코(주),1,1.0,0
베가벨(주),1,4.0,0
보그,1,4.0,3178
블루여행사(주),1,5.0,2030
비에이치케이(주),1,3.0,3495
비엔씨티(주),1,3.0,4033
비엔에스코리아,1,3.0,2340
