,리뷰수(개),평점,평균 연봉(만)
(주)발렉스서비스,339,2.6,3043
(주)강원랜드,338,3.6,4230
(주)씨에스원파트너,337,2.6,2885
(주)엔에이치엔여행박사,336,2.8,2939
케이티텔레캅(주),336,2.6,3497
인컴즈(주),331,2.8,2721
(주)코엑스,328,3.3,3680
(주)포스코와이드,321,3.1,4305
(주)핏펫,320,3.5,4620
(주)서울랜드,318,2.7,3214
(주)아데코코리아,315,3.0,3162
(주)지씨셀,312,2.2,3623
인크루트(주),310,2.4,3264
코레일관광개발(주),310,2.6,2918
(유)에스아이에프씨호텔디벨로프먼트,309,2.3,2634
하이엠솔루텍(주),308,2.9,3976
(주)나이스디앤비,305,2.7,4683
(주)디티앤씨,301,2.4,3451
(주)요거프레소,299,2.4,2672
엘비휴넷(주),295,2.6,2758
(주)씨제이텔레닉스,289,2.8,2944
후니드(주),289,2.5,2921
커리어케어(주),285,2.7,4117
(주)바이오톡스텍,283,2.4,3156
법무법인(유)율촌,283,2.5,4060
(주)아이비에스인더스트리,280,2.3,2783
한국평가데이터(주),279,3.3,9980
(주)킨텍스,270,3.2,5039
패스트파이브,267,3.2,4252
파르나스호텔(주),264,2.8,3599
제이더블유메리어트호텔,262,2.8,2686
(주)쥬비스,261,3.0,3667
(주)캘리스코,259,2.9,3525
(주)인터비즈시스템,258,2.7,2811
(주)타이드스퀘어,258,2.6,3357
에이스휴먼파워(주),250,2.8,3145
에스케이네트웍스(주)워커힐,249,2.8,3348
(주)스파크플러스,245,2.8,3470
(주)엠제이플렉스,245,2.5,2733
그랜드하얏트서울,240,3.0,3141
(주)더메인즈,238,2.4,2634
커뮤니크(주),236,2.9,3321
(주)온라인투어,235,2.3,3244
인터파크투어(주),233,2.3,3150
(주)이지메디컴,232,2.3,3803
웹투어(주),232,2.3,2729
조은시스템(주),232,2.9,2881
웨버샌드윅 코리아,231,2.7,3692
(주)아이니웨딩네트웍스,230,1.9,3111
위티아(주),226,2.9,4329
마이크임팩트(주),225,2.3,2517
(주)피투피시스템즈,223,2.5,3267
부킹닷컴코리아(유),220,2.6,4130
(주)워시스왓,219,1.8,3810
플레이타임중앙(주),219,3.0,2951
현대씨앤알(주),215,2.7,3558
(주)HJ매그놀리아용평호텔앤리조트,214,2.8,3564
토요코인코리아(주),214,2.2,2666
리치빔(주),211,3.0,4306
에스케이렌터카(주),211,2.9,3607
(주)유칼릭스,210,1.8,3205
퍼솔켈리코리아(유),210,2.5,3072
트립닷컴,209,2.9,3607
(주)그린카,208,2.4,4300
(주)유세스파트너스,206,2.6,2911
(주)씨엔알리서치,205,3.0,4122
(주)트렌비,203,2.8,3691
(주)신한서브,199,2.5,2572
(주)쥬비스다이어트,199,2.8,3746
(주)메쎄이상,198,3.2,3531
한국콘텐츠진흥원,197,2.9,3143
(주)컨벤션법인이오컨벡스,194,2.3,3069
(주)하이텔레서비스,192,3.0,3692
국립현대미술관,190,3.2,2513
에이블현대호텔앤리조트(주),189,2.7,2976
넥스콘테크놀러지(주),188,2.3,3534
원앤원(주),188,2.3,3646
파크하얏트서울,188,2.6,2752
아모제푸드(주),187,2.4,3101
에이치씨엠(주),186,2.3,3203
한양대학교 산학협력단,183,3.1,3378
(주)크릭앤리버엔터테인먼트,182,3.0,2880
죠스푸드(주),182,2.1,3484
(주)에프엠커뮤니케이션즈,181,3.1,3855
(주)제이앤비컨설팅,181,2.6,2566
(주)신화푸드,180,2.2,3528
(재)서울경제진흥원,179,3.3,3780
(주)유니원컴퍼니,179,2.4,3005
이케이맨파워(주),177,2.5,2675
아라마크(주),176,2.3,2570
(주)에이치시티,175,3.6,3591
(주)인앤아웃코퍼레이션,175,2.5,2791
(주)키스템프그룹,175,3.0,3839
위워크코리아(유),175,2.6,5032
미성엠프로(주),174,2.5,2848
이즈피엠피(주),173,2.2,3353
서울디자인재단(재),172,2.9,2916
(주)아인텔레서비스,171,2.3,2796
(재)경기문화재단,170,3.1,2780
휘닉스평창(주),170,3.1,3199
(주)벡스코,168,3.4,4188
본푸드서비스(주),168,2.0,2898
엠즈씨드(주),164,2.2,3533
(주)미래비엠,162,2.6,2868
(주)부산롯데호텔,162,3.2,3616
(주)케이씨티엘,161,2.4,3254
(주)호반호텔앤리조트,161,2.2,3171
한국전자금융(주),160,2.6,3944
에스케이네트웍스서비스(주),158,2.7,3706
(주)지에프에프지,157,2.5,3100
지엠컴(주),157,2.6,3435
쉐라톤 서울 디큐브시티 호텔,155,2.5,2345
(주)제일비엠시,154,2.4,3030
(주)시너지컨설팅,152,2.1,2956
보람상조라이프(주),150,1.6,3030
신한펀드파트너스(주),150,2.8,4905
파크하얏트부산,150,2.9,2540
(주)세중,149,2.2,2795
(주)티앤더블유코리아,148,2.6,2722
캡스텍(주),148,2.5,3328
케이알티여행사(주),148,2.0,2532
(주)골든하인드,146,1.7,3778
(주)알펜시아,146,2.6,2926
제주국제자유도시개발센터,146,3.1,3389
(재)경기콘텐츠진흥원,145,2.8,3341
(재)서울관광재단,145,3.5,4008
(재)환경재단,145,2.2,2922
한국파파존스(주),143,3.0,3490
포스텍(주),142,2.6,3406
(주)이랜드서비스,141,2.5,2925
(주)한화에스테이트,141,2.4,3814
파라다이스호텔부산(주),141,3.3,3018
휴콥(주),141,2.5,2762
코엔스(주),140,2.2,3744
에이치디에스(주),139,2.1,3429
(주)이티엠,138,2.6,3107
그랜드인터컨티넨탈호텔,138,2.9,2826
(주)엘코잉크한국지점,137,2.9,3369
(주)씨에스리더,136,3.1,3005
나이스신용정보(주),136,2.2,3521
(주)아스타아이비에스,135,2.8,2853
신안종합리조트(주) 웰리힐리파크,135,2.8,2810
에이치디씨리조트(주),135,2.7,3254
지역난방안전(주),133,2.8,3549
(주)아난티,131,2.3,3516
(주)히든스페이스,131,2.6,2429
성균관대학교 산학협력단,131,2.9,3078
아고다트레블오퍼레이션스코리아(유),130,2.8,3143
인트로맨(주),130,3.0,2817
커브스코리아(주),129,2.1,3054
(주)다날에프엔비,128,2.5,3907
뽀로로파크(주),128,2.4,3226
코리아크레딧뷰로(주),128,3.4,6926
미디어포스얼라이언스(주),127,2.5,3490
(주)동양이엠에스,126,2.4,2672
(재)부산정보산업진흥원,124,2.5,3445
(주)이씨엠디,124,2.6,2879
TDCX,124,2.6,3389
(재)한국공예디자인문화진흥원,123,2.1,4445
(주)피에스아이컨설팅,123,2.9,3430
가연결혼정보(주),121,2.9,2947
더맨(주),121,2.5,2954
제이제이케터링(주),121,1.9,2688
(주)휴먼코아,119,3.0,3818
나뚜루 (매장),119,3.2,2595
원마운트(주),119,2.4,3097
(주)오알피연구소,118,2.6,3464
자유투어(주),118,2.2,2652
(주)아이센스에프앤씨,116,2.4,2962
한국경영원(주),116,2.4,2533
오라카이송도파크호텔,115,2.0,2449
웅진플레이도시(주),114,3.2,2839
(주)블루원,113,2.9,3061
서울신용평가정보(주),113,2.3,3554
테라로사커피(주),113,2.5,2669
게이트고메코리아(유),112,2.2,4306
(주)에이치엔씨네트워크,111,2.4,2530
SDL Korea,111,2.5,3611
(주)에스앤아이코퍼레이션,110,3.2,4374
(주)투어이천,110,2.0,2519
(주)플레이스엠,110,2.4,2749
(주)에이에스티,108,2.2,3320
투어로(주),108,2.9,2980
(주)고암,107,2.3,3001
(주)오가다,107,2.7,2539
(주)유끼커뮤니케이션,107,2.1,2806
(유)클룩트래블테크놀러지,106,2.5,4368
아마존서비시즈코리아(유),106,2.8,5215
(주)더와이즈,104,2.3,2902
(주)에스팀,104,1.7,3077
현대엔지비(주),104,3.2,4802
(주)대웅이엔지,103,1.9,4201
(주)현대렌탈케어,103,2.6,4471
(주)멕시카나,102,2.4,3176
듀오정보(주),102,2.2,2915
롯데제이티비(주),101,2.2,3033
키다리식품(주),101,2.4,3188
부산시설공단,99,3.3,3196
(주)아난티코브,98,2.3,2817
한국금융안전(주),98,2.7,2740
우리관리(주),96,2.2,2714
에프앤유신용정보(주),95,2.8,3664
엠지신용정보(주),95,2.4,3697
탑항공(주),95,2.7,2556
(주)애드민,94,2.3,3001
대보유통(주),94,1.9,3496
이투씨(주),94,2.7,2603
(주)아리랑티브이미디어,93,2.4,2658
(주)현대드림투어,93,3.2,4091
로버트월터스코리아(주),93,3.2,4080
신안관광(주) 리베라호텔,93,1.9,2792
케이잡스(주),93,2.7,2517
(주)기영에프앤비,92,2.4,3485
드마리스,92,2.5,2710
서운에스티에스(주),92,2.0,2790
현대디지텍코어(주),92,1.9,2524
(주)솔라벨,91,2.7,3388
리드커리어(주),91,3.2,2771
푸르지오서비스(주),91,2.8,3872
(주)마리진,90,2.0,2996
(주)썬앳푸드,90,3.2,3053
(주)크리에이티브통,90,2.5,2789
(주)비에스온,89,2.9,3392
(주)야놀자에프앤지,89,2.1,3739
중앙신용정보(주),89,2.3,3003
(주)밀리의서재,88,3.1,4905
(주)엘에스씨푸드,88,2.2,2940
세븐스프링스(주),88,3.1,2686
프리머스에이치알(주),88,2.7,2706
(주)리컨벤션,87,2.4,2576
(주)이도,87,2.9,4587
렉스코드(주),86,2.5,2847
서한통산(주),86,1.7,2712
킴스여행사(주),86,2.1,2750
(주)대우전자서비스,85,2.4,3222
(주)발렉스,85,2.2,2818
(주)한국경영인증원,85,2.4,3747
이바돔(주),85,2.1,2971
(주)씨앤에스자산관리,84,2.2,3107
(주)코리아테크노에이전시,84,2.0,3274
아이비커리어(주),84,2.8,2859
(주)컨트롤유니온코리아,83,2.2,3702
(주)시너지이십일,82,2.0,2800
리츠칼튼 서울,82,2.9,3526
서비스에이스,82,3.0,3200
한국체육산업개발(주),82,3.0,3040
(주)이노이즈인터랙티브,81,2.4,2776
인터코리아맨파워시스템(주),81,2.2,2501
한성엠에스(주),81,2.7,2847
(주)에임메드,80,2.4,3849
(주)오픈,80,2.2,3597
(주)갤럭시아에스엠,79,2.3,3327
(주)에스지다인힐,79,2.3,3052
국립중앙도서관,79,3.5,2327
글로벌모터서비스(주),79,2.0,3083
설로인(주),79,3.3,4104
인세션(주),79,2.2,2877
(주)디저트메이커스,78,2.3,2806
(주)유니코써치,78,3.8,3110
(주)유엔에스코리아,78,2.8,2599
(주)유유테이진메디케어,78,2.2,3068
(주)프리드라이프,78,2.3,3535
(주)휴넥트,78,2.6,2907
(유)에브라임이노베이션,77,3.0,3012
(주)건은,77,2.3,2877
(주)사람과기술,77,2.3,2546
(주)알볼로에프앤씨,77,2.8,3499
대림문화재단,77,2.1,3190
모그커뮤니케이션즈(주),77,2.1,3092
지노비즈(주),77,3.1,2594
커핀그루나루(주),77,2.6,2910
(주)맥스원이링크,75,2.1,3209
(주)스위트스팟,75,3.3,3643
(주)토스,75,2.5,2909
박승철헤어스투디오 (매장),75,2.8,2481
(주)파라다이스,74,3.2,4736
(주)닥터로빈,73,2.8,2724
준오헤어코리아(주),73,2.2,2561
휴머니아(주),73,2.9,3410
(주)바운스,72,2.9,3177
(주)파마엔텍,72,1.7,3268
(주)팜팩,72,2.4,3846
(주)한케이골프,72,2.3,3052
AEGIS BPO MALAYSIA SDN. BHD.,72,2.3,2641
하이디라오코리아(주),72,2.1,2845
(주)심플프로젝트컴퍼니,71,2.5,3068
(주)호텔농심,70,2.6,2910
힐리언스(주),70,2.1,3132
(유)씨아이씨,69,1.8,3159
(주)세마스포츠마케팅,69,1.7,3567
더클래식500,69,2.7,2993
(주)꾸까,68,2.1,3322
(주)우리엔유,68,2.5,2433
(주)캑터스커뮤니케이션즈코리아,68,3.0,2999
아이서비스(주),68,2.6,3951
오크우드프리미어,68,2.3,2486
한전에프엠에스(주),68,2.8,3507
호텔페이토(주),68,2.5,2397
(주)더클로젯컴퍼니,67,2.3,2805
(주)스몹컴퍼니,67,2.2,3033
(주)윈큐브마케팅,67,3.1,3136
동우유니온(주),67,2.2,3039
케이티렌탈(주),67,3.0,5507
(주)광덕안정,66,1.7,3613
(주)레저큐,66,2.4,3207
(주)메씨인터내셔날,66,2.2,3082
(주)메이크인,66,2.2,2553
(주)부자이웃,66,2.5,3067
(주)씨제이라이브시티,66,1.6,6031
(주)알앤텍,66,2.1,3101
(주)현대캐터링시스템,66,2.6,3763
뷰로베리타스씨피에스코리아(주),66,1.9,3195
여행창조(주),66,2.1,2436
한국캘랩(주),66,3.0,2611
(주)진이어스,65,2.5,3260
(주)표준교정기술원,65,1.7,2790
피엔케이피부임상연구센타(주),64,2.5,3396
(주)고피자,63,3.1,3398
(주)테이스티나인,63,2.3,2899
(주)휴맥스모빌리티,63,2.4,4379
우체국시설관리단,63,3.0,3635
헬프미,63,3.3,3016
(주)십사일동안,62,3.1,2812
두레시닝(주),62,2.9,3154
코코몽키즈랜드 (매장),62,3.1,2900
한화호텔앤드리조트(주)플라자호텔,62,3.2,3314
(주)홀로티브글로벌,61,1.6,3163
노보텔앰배서더,61,2.7,2521
메이필드,61,1.9,2506
한국에스웨이(주),61,2.4,2459
협동기획(주),61,3.0,2526
호텔스카이파크(주),61,2.2,2722
도움과나눔(주),60,3.2,2298
아츠리퍼블릭(주),60,1.4,2393
(주)월디스투어,59,2.3,2766
국립과천과학관,59,2.8,2848
대전관광공사,59,3.3,2726
부산관광공사,59,3.5,3467
브라운네트웍스(주),59,2.5,3065
한국파렛트풀(주),59,2.6,5159
한양특허법인,59,2.8,3832
호텔패스글로벌(주),59,3.1,3128
(주)맥앤윕,58,2.7,3212
(주)서울옥션,58,2.9,3457
경북테크노파크(재),58,3.4,3564
로지스올(주),58,2.9,4949
웰리브(주),58,2.7,4021
(유)케이에스넷플러스,57,2.1,3216
(주)비즈니스서비스그룹,57,2.1,3144
(주)에이에스엠퍼시픽홍콩리미티드,57,2.8,4577
스마트비전(주),57,2.5,2798
웰시스(주),57,2.6,2364
중원산업(주),57,1.6,2226
클럽메드바캉스(주),57,3.2,3263
(주)코네스트,56,1.7,3087
보보스링크(주),56,3.1,3170
스타자동차(주),56,2.1,2688
에스비티엠(주),56,1.9,3831
(재)경기창조경제혁신센터,55,2.5,3766
(주)당근서비스,55,2.9,3737
(주)메이드인헤븐,55,3.1,3944
나우웨드(주),55,2.3,2479
나이스신용평가(주),55,3.0,7638
대명레저산업(주)엠블호텔,55,2.5,2843
베니건스,55,2.9,2265
연하나로기획(주),55,2.8,2808
조이맥스(주),55,2.7,3532
케이씨에이(주),55,2.4,3305
피알와이드(주),55,2.7,2997
(주)교원 웰스,54,2.7,4467
(주)디엑스지,54,2.4,3862
(주)모두스테이,54,2.0,2623
(주)피에스씨네트웍스,54,1.8,3437
국제기획컨설팅(주),54,2.2,2608
그린씨에스(주),54,2.7,2431
(주)대한피부과학연구소,53,2.1,3166
(주)브릿징그룹코리아,53,3.3,2950
(주)세움,53,2.4,3685
(주)프로젝트엔,53,3.3,2495
(주)히카리글로벌,53,2.2,2690
가톨릭대학교산학협력단,53,2.6,3736
그랜드앰배서더서울,53,2.8,2776
미래개발(주),53,2.1,3311
에스아이아이씨(주),53,2.2,2614
파르나스 호텔 제주,53,2.8,2931
현대아산(주),53,2.9,4854
코틴기획(주),52,2.3,2918
힐튼호텔,52,2.8,3072
(주)밸런스월드,51,2.0,2398
더프리마(주),51,2.7,2317
스포티즌(주),51,2.9,3318
인커뮤니케이션코리아(주),51,2.5,3217
코스모진여행사(주),51,1.5,2653
파라다이스 카지노 제주 그랜드,51,2.6,3154
람정엔터테인먼트코리아(주),50,2.3,3094
메이크스타(주),50,2.8,3117
서울 더 플라자 호텔,50,3.1,2975
커피스미스(주),50,2.5,2523
(주)더스윙,49,3.1,3327
(주)하나투어아이티씨,49,2.1,2302
거제삼성호텔,49,2.3,3068
한국생산성본부인증원(주),49,3.6,4919
혜초여행개발(주),49,3.5,3166
(주)본보야지,48,2.2,3550
(주)조은세이프,48,2.6,2518
(주)코비스타,48,2.0,3091
이비스 앰배서더 부산 시티센터,48,1.8,2214
인덱스루트코리아(주),48,2.3,2392
해운대그랜드호텔(주),48,3.1,3260
(주)디엠앤씨,47,1.5,2836
(주)민다,47,2.5,3326
(주)익스피디아코리아,47,4.4,6384
(주)하림지주,47,3.2,4045
동아회원권거래소(주),47,2.4,2662
스탠포드호텔코리아(주),47,2.2,2468
휴세코(주),47,2.9,3338
(주)티엘엑스패스,46,1.8,3336
(주)해피머니아이엔씨,46,2.6,3511
더블유에스피아시아리미티드(주),46,2.8,4424
(재)충청남도일자리경제진흥원,45,2.9,2731
(주)루시드프로모커뮤니케이션즈,45,2.2,2661
(주)엔피,45,2.5,4217
(주)와이에프엔씨,45,2.8,2727
(주)재원푸드,45,2.5,2744
(주)피오디커뮤니케이션즈,45,2.6,2784
세방여행(주),45,2.1,2346
이지오스(주),45,2.9,2771
케이케이데이(주),45,2.4,3983
코모도호텔(주),45,1.6,2206
한국광물자원공사,45,3.2,6404
(주)원일화학엔환경,44,1.8,3214
(주)케이비에스비즈니스,44,3.3,3206
교정기술원(주),44,2.9,3548
외향산업(주),44,2.7,2523
(주)아이케이,43,2.3,3220
(주)에코아이,43,2.5,3555
(주)왁티,43,3.0,3864
(주)이랜드파크 켄싱턴제주호텔,43,2.9,2847
(주)젠스타,43,3.2,4411
인터내셔날에스오에스코리아(주),43,2.8,4611
잠바주스,43,2.6,2674
코코브루니(주),43,3.0,2401
한국기업평가(주),43,3.8,6966
한국중견기업연합회,43,2.7,3971
(주)세종기술단,42,2.8,3346
(주)에코라이프밸런스,42,1.8,3015
(주)영구크린,42,2.7,3123
(주)조이렌트카,42,1.8,3587
(주)하남에프앤비,42,2.3,4126
대구의료관광진흥원,42,2.2,2719
디에스디엘(주),42,2.2,2552
퍼스트가든,42,1.8,2808
퍼시픽호텔(주),42,2.5,2706
한국국학진흥원,42,3.3,2476
(주)세안텍스,41,3.4,2997
(주)코인트써비스,41,2.4,2936
(주)탑앤스카우트,41,3.6,2243
세무법인 진솔,41,2.9,2932
에이제이토탈(주),41,2.5,3431
엠엠케이커뮤니케이션즈(주),41,2.7,2919
육대장(주),41,2.5,3267
이둔(주),41,2.2,2902
이알엠코리아(주),41,2.9,3680
(주)태승이십일,40,1.7,2543
(주)피플엑스,40,2.9,2866
렌토킬이니셜코리아(주),40,2.7,3056
사이엑스(주),40,2.7,2780
삼봉개발(주) 경주월드리조트,40,2.9,5041
샬레코리아(주),40,1.6,3141
엠피씨파트너스(주),40,2.4,2890
우버,40,3.2,5692
지속가능발전경영센터(주),40,2.5,3494
피피더블유코리아(주),40,2.8,3157
(주)넴코코리아,39,2.7,3563
(주)비제이피플즈,39,2.3,2758
(주)비트코퍼레이션,39,2.1,4247
(주)비포스,39,2.5,2586
(주)하이메디,39,2.5,3656
(주)홈스토리생활,39,2.3,3464
더노벰버(주),39,2.1,3062
바이크뱅크(주),39,2.6,3583
에코네트워크(주),39,3.1,3731
한국리스크관리(주),39,3.0,3732
한국신용평가(주),39,3.4,7121
(주)보하라,38,2.1,3329
(주)에스마케팅커뮤니케이션즈,38,2.2,2485
(주)팔공티,38,1.7,3427
보람상조피플(주),38,2.1,4695
허니문리조트(주),38,2.7,3016
헬로서치(주),38,3.2,3009
(사)제철복지회,37,2.6,3224
(주)고고밴코리아,37,3.2,3803
(주)엔바이콘,37,2.1,3686
글로벌블루코리아(주),37,2.8,5136
글로벌에프앤씨(주),37,2.4,3015
서울특별시성동구도시관리공단,37,2.2,2732
쓰리에스포유(주),37,3.0,3077
야놀자트래블(주),37,3.2,3065
트래블러스맵(주),37,2.2,2588
(주)엘비젼,36,2.1,2879
(주)웨슬리퀘스트,36,3.2,4304
(주)이루에프씨,36,2.5,3066
(주)잡플러스,36,1.8,2636
(주)트라움에스앤씨,36,2.2,3327
삼성서비스(주),36,3.0,2536
(주)바이트커뮤니케이션즈,35,2.5,3047
(주)승산 라카이샌드파인,35,2.9,3279
(주)엠이티,35,2.4,3027
(주)한국이에이치에스연구소,35,2.3,3364
노바메저링인스트루먼트코리아(주),35,3.2,5263
농업회사법인 밭(주),35,2.7,3284
케이워터기술(주),35,2.8,3552
코리아나호텔(주),35,2.4,2957
(재)케이티그룹희망나눔재단,34,2.3,3372
(주)삼성여행사,34,3.6,3106
(주)수인재두뇌과학,34,2.2,2477
(주)제이비컴,34,2.6,2382
(주)케이지써닝라이프,34,1.5,3040
(주)퍼시픽링스코리아,34,2.4,3645
(주)한국산업공해연구소,34,2.6,3164
그린에너지개발(주),34,2.9,2984
대성전산(주),34,2.9,3227
디자인웨딩,34,2.1,2298
에이앤에이컴퍼니(주),34,2.3,2678
지산리조트(주),34,2.9,3044
(주)가겐투안,33,3.0,2950
(주)뉴럴비씨,33,1.6,3344
(주)브리온컴퍼니,33,2.6,3367
(주)비비드플래닛,33,3.8,2506
(주)씨엔에이치코퍼레이션,33,1.4,3739
(주)예담엔지니어링,33,2.9,3710
(주)이에이티,33,3.3,2917
(주)핸디즈,33,3.1,3748
(주)휴이엠컴퍼니,33,2.6,2945
드림아이플래너스(주),33,2.7,3511
부산항보안공사(주),33,2.9,3667
서머셋팰리스,33,2.9,2707
아이엠에스원(주),33,3.2,2940
에스케이핀크스(주),33,2.7,3094
중부대학교 산학협력단,33,1.9,2522
콘페리인터내셔날코리아(주),33,3.3,4899
(사)경남경영자총협회,32,3.0,3692
(재)성남산업진흥원,32,2.7,4409
(주)준오뷰티,32,1.9,3329
갭코리아,32,3.2,3807
국제커리어센터,32,2.1,2522
엔서스컴퍼니,32,2.7,2917
자경케미칼(주),32,3.8,3160
(주)공감만세,31,2.3,2141
(주)더브릿지,31,3.1,3011
(주)두번째,31,3.1,2955
(주)제이비스퀘어,31,3.5,2689
(주)피유엠피,31,2.7,3533
아이북랜드(주),31,2.3,3363
에스지컴(주),31,2.8,3291
웰스프레쉬(주),31,1.5,1613
한국교통대학교산학협력단,31,2.0,2813
한국센서연구소(주),31,3.9,3076
(주)아정네트웍스,30,3.6,2925
(주)유니모토,30,2.8,3359
(주)인디큐브릭,30,2.6,3363
(주)제닉스크리에이티브,30,2.3,3274
(주)코리아인,30,3.2,3112
노아샘협동조합,30,2.2,3187
저먼코리아(주),30,3.6,3298
한국검사정공사(주),30,2.6,2934
한국펀드평가(주),30,3.1,3640
(주)디자인210,29,2.0,2333
(주)비욘드코리아,29,1.8,2249
(주)서울영상테크,29,3.5,3425
(주)신테카바이오,29,2.3,3739
(주)중앙엠앤에이치,29,3.0,3421
(주)지엘컴,29,2.6,2372
(주)트레바리,29,2.2,3206
김밥천국(주),29,3.5,1875
브레인202,29,2.0,2275
와이즈웨딩(주),29,3.4,3439
(주)글로벌패시지,28,1.9,2621
(주)떠나요,28,2.6,4140
(주)버핏서울,28,4.0,4239
(주)비바이노베이션,28,2.5,4110
(주)세컨신드롬,28,3.3,3827
(주)에버리치에프앤비,28,3.2,3147
(주)에쓰와이프랜차이즈,28,2.4,3060
(주)올댓캠퍼스,28,3.2,3096
(주)이웃벤처,28,2.4,3521
(주)컨택틱,28,3.7,3545
(주)테이스터스,28,2.6,2943
(주)티에스피,28,2.8,3022
구미시설공단,28,3.5,3051
뉴서울호텔(주),28,1.8,2666
더케이예다함상조(주),28,2.8,4186
맥킴(주),28,3.6,1275
아고다(주),28,2.7,3090
워커힐면세점,28,3.0,2300
위피드(주),28,2.6,2171
제이에이치관광개발(주),28,2.6,2275
제이엠피코리아,28,2.2,2281
프리스트커뮤니케이션즈(주),28,2.6,4957
핌코리아(주),28,1.7,2808
(주)더블유에스컴퍼니,27,1.3,2396
(주)에어텔닷컴,27,3.3,2715
(주)이에스리조트클럽,27,1.7,2623
(주)커리어텍,27,3.0,3458
나눔로또(주),27,2.5,4119
대동공업,27,2.7,4885
라미드그룹,27,1.8,4453
애플짐휘트니스,27,2.1,2664
유량조사사업단,27,3.2,3952
제이에스지(주),27,1.9,2332
한국퀄컴(주),27,4.1,7666
한라오엠에스(주),27,2.7,3881
호텔인터불고원주(주),27,1.7,2601
(주)누리앤소방전기안전,26,2.2,2681
(주)동아전람,26,2.8,3201
(주)디앱스테이션,26,2.1,2731
(주)라이스파이,26,1.7,2742
(주)모스트엑스,26,2.3,4525
(주)신시아,26,1.8,2949
(주)싼트립,26,1.7,2375
(주)탑클라우드코퍼레이션,26,2.0,2563
대명홀딩스(주),26,2.7,4612
블루인마케팅서비스(주),26,2.8,3149
삼양에프앤비(주),26,2.3,2799
에스지항공여행사(주),26,2.0,2475
클로리스(주),26,3.1,2595
투어팁스,26,2.5,3600
한국어시스트카드(유),26,2.6,3416
(주)골프존카운티,25,3.2,4442
(주)디토나인,25,2.4,3583
(주)씨디엘호텔코리아,25,3.2,3704
(주)올룰로,25,3.5,4119
(주)전한,25,2.6,3124
(주)중앙안전보건연구원,25,2.6,3182
(주)지에이코리아,25,3.1,4275
(주)트립비토즈,25,3.8,3756
