,리뷰수(개),평점,평균 연봉(만)
(주)다올저축은행,52,2.9,4983.0
삼성화재손해사정서비스(주),52,3.0,3342.0
인제대학교상계백병원,52,2.7,4226.0
토요타파이낸셜서비스코리아(주),52,2.3,5762.0
서울법인재무설계센터(주),51,2.2,2798.0
동양증권(주),50,2.9,3834.0
전문건설공제조합,50,3.5,5986.0
(주)센트비,49,2.9,3930.0
(주)에잇퍼센트,49,3.4,4113.0
한국캐피탈(주),49,2.9,4642.0
한국펀드파트너스(주),49,2.7,4757.0
(주)어니스트펀드,48,3.4,3577.0
교보라이프플래닛생명보험(주),48,3.0,4868.0
우리투자증권(주),48,3.5,7035.0
캐롯손해보험(주),48,3.4,6936.0
투게더앱스(주),48,3.2,3822.0
신한자산운용(주),47,3.1,4836.0
엘아이지자동차손해사정(주),47,2.5,3201.0
(주)미라클에셋,46,3.6,2741.0
(주)트래블로버,46,2.3,2867.0
하나생명보험(주),46,2.8,4680.0
(주)체인파트너스,45,2.1,4667.0
서울약사신용협동조합,45,2.7,3495.0
아주저축은행(주),45,2.2,4012.0
키움저축은행(주),45,3.1,4285.0
(주)동양저축은행,43,3.6,3278.0
"NMSI, Inc.",43,2.9,3813.0
대한지방행정공제회,43,3.8,4556.0
대한토지신탁(주),43,3.7,6007.0
미래신용정보(주),43,2.3,3707.0
히스보험중개(주),43,3.3,4691.0
(주)조은저축은행,42,2.2,4460.0
동부씨에스아이손해사정(주),42,2.8,4068.0
콴텍(주),42,2.8,4023.0
신용보증재단중앙회,41,3.5,4750.0
외환펀드서비스(주),41,2.2,3939.0
한국증권금융(주),41,4.3,5699.0
이지스자산운용(주),40,3.9,6567.0
(주)서울기업금융서비스,39,2.1,2243.0
농협금융지주(주),39,3.4,2829.0
케이비투자증권(주),39,2.9,4213.0
(주)한화저축은행,38,2.9,5325.0
교보자산신탁(주),38,3.1,5705.0
흥국증권(주),38,2.5,3669.0
(주)하나자산신탁,37,3.6,5460.0
다올자산운용(주),37,2.7,4844.0
삼성화재해상보험(주) SRA,37,3.1,4712.0
(주)바로저축은행,36,2.0,4265.0
케이에프지(주),35,2.9,4772.0
흥국자산운용(주),35,3.1,4904.0
교보악사자산운용(주),34,2.7,4400.0
네이버파이낸셜(주),34,4.3,5423.0
더블유에셋(주),34,2.7,2999.0
로버스트자산운용(주),34,4.3,4578.0
서울보험계리법인(주),34,3.4,3945.0
(주)하나대체투자자산운용,33,2.6,6532.0
군인공제회,33,3.3,6049.0
부국증권(주),33,2.6,4786.0
태양화재특종손해사정(주),33,2.7,3101.0
(주)넥스젠파이낸스대부,32,2.8,3085.0
케이디비캐피탈(주),32,3.8,6375.0
(주)세람저축은행,31,2.7,3821.0
건설공제조합,31,3.9,6297.0
에스아이증권(주),31,2.7,4349.0
한국해양진흥공사,31,4.0,5224.0
모빈스(주),30,2.3,2569.0
축협,30,2.8,3924.0
충남신용보증재단,30,3.3,3725.0
(주)드림저축은행,29,2.9,4009.0
고려해상화재손해사정(주),29,1.9,3327.0
남양저축은행(주),29,1.4,3868.0
대신자산운용(주),29,2.0,5231.0
삼성선물(주),29,3.4,4091.0
에이플러스에셋,29,2.2,2969.0
엔지니어링공제조합,29,3.0,3725.0
포도재무설계(주),29,3.0,2687.0
한국재무설계(주),29,3.2,3513.0
(주)굿모닝코리아자산관리,28,2.5,2375.0
(주)데일리펀딩,28,4.2,4101.0
(주)핀컨시어지,28,1.5,3684.0
국내법인기업금융센터(주),28,2.3,2702.0
더케이저축은행(주),28,3.5,4023.0
에이치케이저축은행(주),28,2.6,4228.0
현대인베스트먼트자산운용(주),28,3.1,4778.0
(주)씨와이솔루션즈,27,3.9,2964.0
미래에셋캐피탈(주),27,2.2,5898.0
밸류인베스트코리아(주),27,2.0,3162.0
지에이코리아(주),27,3.0,3107.0
(주)바이릿지,26,2.2,2439.0
동양파이낸셜대부(주),26,3.2,3013.0
보험개발원(사),26,4.0,6592.0
(주)디셈버앤컴퍼니,25,3.1,6205.0
(주)로이드손해사정,25,2.1,4709.922123893805
(주)옵타움플랫폼,25,2.3,3343.0
다이와증권캐피탈마켓코리아(주),25,2.4,4710.0
브이아이자산운용(주),25,2.4,4910.0
테크메이트코리아대부(주),25,2.5,2881.0
경기남부수산업협동조합,24,1.8,3882.0
경인북부수산업협동조합,24,1.5,3687.0
농협자산관리회사,24,3.6,5331.0
스타베타(주),24,4.1,4875.0
에이온코리아보험중개(주),24,2.9,5501.0
서울손해사정(주),23,2.3,2713.0
스페컴(주),23,1.7,2692.0
지큐(주),23,2.7,2395.0
케이피보험서비스(주),23,2.6,5316.0
하나금융파인드(주),23,2.3,5548.0
하나유비에스자산운용(주),23,2.5,5212.0
한화증권(주),23,3.2,6114.0
(주)나이스대부,22,2.7,3072.0
(주)데일리금융그룹,22,2.5,3311.0
동부저축은행(주),22,2.0,4077.0
마스턴투자운용(주),22,4.2,6345.0
에스비아이코스머니(주),22,2.1,4410.0
플러스자산운용(주),22,1.6,4478.0
한국스탠다드차타드금융지주(주),22,3.3,2238.0
디에스투자증권(주),21,3.5,4474.0
애니카자동차손해사정서비스(주),21,3.1,4951.0
엔에이치농협선물(주),21,2.9,4520.0
오픈트레이드(주),21,2.5,3110.0
한국스마트아이디(주),21,2.1,4044.0
(주)기업금융센타,20,2.6,2950.0
(주)카카오페이증권,20,2.9,5252.0
대전충남양돈축산업협동조합,20,3.2,4179.0
맥쿼리증권(주),20,3.7,9226.0
콜렉트대부(주),20,3.0,3445.0
(주)커넥,19,3.5,5302.0
비엔피파리바증권(주),19,3.5,3906.0
소프트웨어공제조합,19,3.7,4142.0
유진자산운용(주),19,3.2,5908.0
제주어류양식수산업협동조합,19,1.8,4076.0
하나에스케이카드(주),19,2.8,4673.0
소시에테제네랄은행서울지점,18,3.4,4844.0
우리금융지주(주),18,3.2,7251.0
유비에스은행서울지점,18,3.3,6849.0
케이알투자증권(주),18,3.4,2685.0
디비에스은행서울지점,17,3.5,3559.0
미쓰이스미토모해상화재보험(주)한국지점,17,3.8,5607.0
뱅크오브아메리카,17,3.4,8682.0
인천신용보증재단,17,3.6,3618.0
대한주택보증(주),16,3.9,7173.0
롯데피에스넷(주),16,2.6,3144.0
아이엠엠인베스트먼트(주),16,3.9,6836.0
엔에이치선물(주),16,2.9,4719.0
우리자산운용(주),16,2.3,4707.0
유진투자선물(주),16,2.4,3374.0
인슈넷(주),16,3.6,2352.0
인스컴퍼니(주),16,3.2,2641.0
골든브릿지자산운용(주),15,2.9,4193.0
루트에너지(주),15,3.1,3528.0
스테이트스트리트은행서울지점,15,3.1,5518.0
코라오홀딩스(주),15,1.9,5118.0
프랭클린템플턴투자신탁운용(주),15,3.1,6025.0
한화생명금융서비스(주),15,3.2,3882.0
도이치증권(주),14,3.4,5041.0
라이나금융서비스(주),14,2.9,5760.0
솔로몬저축은행,14,3.3,5877.0
에이치디씨자산운용(주),14,2.3,4531.0
(주)뱅크몰,13,3.2,4028.0
(주)이롬넷,13,3.0,4963.0
농협중앙회 안심축산분사,13,2.8,2325.0
메릴린치인터내셔날인코포레이티드증권서울지점,13,3.8,20112.0
신라저축은행(주),13,3.0,4011.0
에이스생명보험(주),13,2.5,4656.0
우리글로벌자산운용(주),13,3.0,4565.0
이화자산운용(주),13,3.8,6295.0
파주연천축산업협동조합,13,1.3,3495.0
피아이에스보험중개(주),13,3.3,3115.0
한국씨티그룹캐피탈(주),13,3.5,4175.0
현대하이카다이렉트자동차보험(주),13,3.2,3983.0
맥쿼리그룹,12,3.5,7423.0
스카이저축은행(주),12,2.8,3249.0
에이플러스손해사정(주),12,2.2,2819.0
인슈랩(주),12,2.5,2395.0
(사)한국사회복지공제회,11,2.6,3349.0
(주)스타리치어드바이져,11,2.5,2695.0
(주)지엘엔인터내셔널,11,2.6,4709.922123893805
(주)케이비금융지주,11,4.3,8139.0
노무라증권,11,3.9,5055.0
아주아이비투자(주),11,3.5,5323.0
엔에이치농협증권(주),11,3.8,7994.0
제이피모간증권회사,11,3.0,6876.0
헤브론스타벤처스(주),11,2.8,2951.0
디비자산운용(주),10,3.1,5923.0
삼정케이피엠지금융보험계리(주),10,3.2,5517.0
신반월새마을금고,10,2.3,4056.0
오마이컴퍼니(주),10,3.8,3186.0
인터페이(주),10,2.5,4174.0
한국스탠다드차타드펀드서비스(주),10,2.9,4774.0
골드문핀텍(주),9,4.4,4709.922123893805
농심캐피탈(주),9,3.6,6826.0
두산캐피탈(주),9,3.4,6540.0
보험계리법인알엔에이컨설팅(주),9,3.9,3776.0
아이비케이저축은행(주),9,2.4,4077.0
알리안츠글로벌인베스터스자산운용(주),9,3.4,11327.0
알파자산운용(주),9,2.9,5943.0
이랜드(주) 식품사업부,9,3.0,3656.0
중국건설은행(주)서울지점,9,3.2,5083.0
카스코화재해상손해사정(주),9,2.1,3347.0
쿼터백자산운용(주),9,2.8,3584.0
크레디트스위스증권서울지점,9,4.1,19295.0
탑화재특종손해사정(주),9,2.4,2129.0
(주)브이핀테크,8,3.5,3010.0
(주)윙크스톤파트너스,8,3.0,3964.0
뉴패러다임인베스트먼트(주),8,3.8,4709.922123893805
모간스탠리인터내셔날증권회사영업소,8,4.0,5033.0
씨앤에이치(주),8,3.4,3204.0
아이엠투자증권(주),8,4.0,4200.0
위홀딩스(주),8,3.0,2211.0
인트러스투자운용(주),8,1.8,6001.0
지에프아이코리아외국환중개(주),8,2.6,4696.0
청운신용협동조합,8,2.1,4079.0
트래디션코리아외국환중개(주),8,2.9,4590.0
하인스자산관리(주),8,1.8,1845.0
한국투자파트너스(주),8,2.0,5922.0
(주)리딩플러스,7,3.7,3346.0
(주)신한벤처투자,7,4.1,9034.0
(주)에이티엠플러스,7,2.7,2603.0
(주)크로스이엔에프,7,3.3,3219.0
거제수산업협동조합,7,1.4,3757.0
교보에이아이엠자산운용(주),7,2.4,3954.0
니탄캐피탈코리아외국환중개(주),7,2.6,9301.0
더치트(주),7,2.4,2617.0
동아백화점(조합),7,2.7,3533.0
동암신용협동조합,7,3.6,2974.0
모우다(주),7,3.4,3457.0
보험몰닷컴(주),7,3.1,2925.0
삼성미소금융재단(사),7,3.6,3849.0
소방산업공제조합,7,3.6,4486.0
스파크랩(주),7,3.3,5402.0
신한포스(주),7,2.1,3013.0
엠에스아이대부(주),7,2.1,3847.0
예신저축은행,7,1.9,1680.0
우리아비바생명보험(주),7,2.9,4200.0
토러스투자증권(주),7,2.4,3003.0
하나에이아이엠투자운용(주),7,1.7,2746.0
(주)위펀딩,6,4.0,3160.0
(주)펜인베스트먼트,6,4.2,3283.0
신한금융지주회사(주),6,3.5,7889.0
씨엘에스에이코리아증권(주),6,4.5,6231.0
알엔에이애널리틱스(주),6,2.3,4863.0
제이피모간자산운용코리아(주),6,3.7,12140.0
제주감귤농업협동조합,6,2.7,4086.0
칸서스자산운용(주),6,2.7,4221.0
한국화훼농업협동조합,6,4.0,3802.0
(주)에이치비캐피탈,5,2.0,5694.0
(주)지오엠아이앤씨,5,2.8,4709.922123893805
(주)피아이에이,5,3.4,5082.0
(주)한국스탠다드차타드증권,5,3.4,4113.0
기술신용보증기금,5,4.0,6708.0
메리츠금융서비스(주),5,2.0,2971.0
미리어드생명과학(주),5,5.0,4709.922123893805
바클레이즈캐피탈증권(주),5,3.4,4667.0
비디에이코리아,5,3.4,5667.0
비에스캐피탈(주),5,3.8,4517.0
아세아화재특종손해사정(주),5,2.6,2925.0
아프로캐피탈(주),5,2.0,2500.0
에스비아이인베스트먼트(주),5,2.8,10505.0
유니온투자파트너스(주),5,4.6,4743.0
인성저축은행(주),5,2.8,5180.0
자본재공제조합,5,3.0,5426.0
캡스톤파트너스(유),5,4.6,3151.0
한국스탠다드차타드캐피탈(주),5,3.0,4088.0
(주)업사이드,4,1.5,3200.0
NEW WAVE LENDING GROUP INC.,4,3.8,3212.0
골드만삭스인터내셔날은행서울지점,4,3.5,5815.0
다올커뮤니케이션(주),4,3.0,1874.0
리하트병원,4,1.3,2600.0
비에스투자증권(주),4,4.0,5600.0
비큐러스,4,2.5,2596.0
인천치과의사신용협동조합,4,2.3,5243.0
지이캐피탈코리아(주),4,4.3,1260.0
코스모캐피탈(주),4,3.3,3329.0
하이캐피탈대부(주),4,3.0,3103.0
(주)소딧,3,1.0,2797.0
(주)핀스프로토콜,3,3.3,4709.922123893805
내셔널에프피(주),3,3.3,2480.0
두산인프라코어신용협동조합,3,4.0,7152.0
라살자산운용(주),3,4.7,6270.0
보험프라자(주),3,1.0,4709.922123893805
부산치과의사신용협동조합,3,2.0,5358.0
씨엔에이대부(주),3,4.0,4180.0
에이에스피반도체(주),3,3.0,4709.922123893805
에이티넘인베스트먼트(주),3,5.0,12800.0
울산태화신용협동조합,3,1.0,3636.0
웰스파고은행서울지점,3,4.0,4082.0
티와이머니대부(주),3,2.7,4868.0
피에스파이낸셜,3,5.0,3113.0
피엔에스해밀(주),3,3.3,4709.922123893805
한국금융플랫폼(주),3,3.3,3315.0
(주)엔에프피,2,4.5,4709.922123893805
(주)온투인,2,1.0,4709.922123893805
(주)인피니티익스체인지코리아,2,5.0,4489.0
(주)페이스토리,2,4.5,4709.922123893805
Onix Capital,2,5.0,4709.922123893805
강서신용협동조합,2,2.5,4416.0
광양시새마을금고,2,1.0,4643.0
국제신탁(주),2,3.5,3315.0
나이스비즈니스플랫폼(주),2,2.0,4658.0
더블유큐브(주),2,3.0,1680.0
동대문동부 새마을금고,2,2.5,3900.0
마이애셋자산운용(주),2,3.5,7137.0
몬키대부중개(주),2,3.0,2255.0
발안농업협동조합,2,4.5,6461.0
서안동농업협동조합,2,2.0,7173.0
송파농업협동조합,2,2.0,7813.0
스마일게이트인베스트먼트(주),2,4.5,10837.0
시너지투자자문(주),2,4.0,4629.0
씨엑스씨종합캐피탈(주),2,3.0,3413.0
엔에이치엔인베스트먼트(주),2,3.5,4957.0
영광농업협동조합,2,1.0,4641.0
오토마을(주),2,1.5,4709.922123893805
유비에스증권리미티드(영업소),2,4.0,19579.0
이노폴리스파트너스(유),2,5.0,4709.922123893805
이다이렉트(주),2,2.5,4605.0
케이인베스트먼트(주),2,5.0,6169.0
케이제이아이대부금융(유),2,2.5,3380.0
코오롱인베스트먼트(주),2,4.5,6825.0
키움인베스트먼트(주),2,4.5,3790.0
킴스코화재특종손해사정(주),2,4.0,3479.0
토마토2저축은행(주),2,3.0,4225.0
파인스트리트자산관리(주),2,2.0,4305.0
한국에프피그룹(주),2,3.5,1851.0
한국피비자산관리(주),2,2.5,3510.0
(주)다온핀테크,1,5.0,4709.922123893805
(주)에스비파트너스,1,5.0,4709.922123893805
(주)젠엑시스,1,4.0,4709.922123893805
가이브(주),1,3.0,1968.0
강동신용협동조합,1,3.0,4709.922123893805
구로신용협동조합,1,5.0,7061.0
굿모닝캐피탈대부(주),1,3.0,2340.0
금호종합금융(주),1,3.0,5965.0
김해축산업협동조합,1,4.0,6199.0
남.북가좌 새마을금고,1,4.0,3075.0
대구신라신용협동조합,1,3.0,2921.0
두나무투자일임(주),1,3.0,7003.0
두리손해사정법인,1,2.0,4709.922123893805
드림하이캐피탈대부(주),1,4.0,4709.922123893805
롯데칠성음료신용협동조합,1,2.0,3149.0
릴리,1,3.0,3495.0
만수중앙신용협동조합,1,4.0,4478.0
미래에셋벤처투자(주),1,5.0,9359.0
미원,1,2.0,3178.0
바라카글로벌(주),1,4.0,4709.922123893805
백구농업협동조합,1,5.0,4030.0
북악새마을금고,1,1.0,2875.0
사핀다그룹,1,3.0,4709.922123893805
성보,1,3.0,2642.0
수원농업협동조합,1,2.0,7033.0
순천농업협동조합,1,5.0,3956.0
스마트(주),1,3.0,2695.0
신서해신용협동조합,1,2.0,4709.922123893805
씨에스홀딩스(유),1,3.0,5959.0
씨제이창업투자(주),1,2.0,3075.0
아크임팩트자산운용(주),1,3.0,4100.0
알토스벤처스,1,5.0,4709.922123893805
양구농업협동조합,1,4.0,3900.0
언페일링프렌드(주),1,5.0,4709.922123893805
에셋디자인투자자문(주),1,5.0,2616.0
에스비아이2저축은행(주),1,3.0,3413.0
에이치아이네트워크(주),1,3.0,3818.0
엠지엠코퍼레이션(주),1,3.0,1613.0
엠케이손해사정(주),1,3.0,4709.922123893805
우리에프앤아이(주),1,0.0,4709.922123893805
율러허미스한국손해보험중개(주),1,4.0,4709.922123893805
이천신용협동조합,1,1.0,5002.0
장안신용협동조합,1,3.0,2145.0
전곡농업협동조합,1,4.0,5119.0
중소기업정책자금지원센터(주),1,1.0,4709.922123893805
지테크,1,1.0,3588.0
진부농업협동조합,1,5.0,4696.0
태원이엔지,1,3.0,2460.0
파트너스벤처캐피탈(주),1,4.0,4709.922123893805
퓨라,1,4.0,5052.0
한국양계축산업협동조합,1,4.0,6286.0
한국지엠신용협동조합,1,3.0,3392.0
한국평가정보(주),1,5.0,4709.922123893805
한마음새마을금고,1,5.0,6663.0
한사랑,1,2.0,3280.0
한신저축은행(주),1,3.0,5686.0
한평신용협동조합,1,2.0,5525.0
홍천축산업협동조합,1,2.0,4709.922123893805
화인자산관리(주),1,3.0,4709.922123893805
화정신용협동조합,1,1.0,3840.0
횡성축산업협동조합,1,3.0,4417.0
